location,date,vaccine,total_vaccinations
Peru,2021-07-30,Sinopharm/Beijing,2153350
Peru,2021-07-31,Oxford/AstraZeneca,748862
Peru,2021-07-31,Pfizer/BioNTech,10701875
Peru,2021-07-31,Sinopharm/Beijing,2195392
Peru,2021-08-01,Oxford/AstraZeneca,749726
Peru,2021-08-01,Pfizer/BioNTech,10893233
Peru,2021-08-01,Sinopharm/Beijing,2213492
Peru,2021-08-02,Oxford/AstraZeneca,751705
Peru,2021-08-02,Pfizer/BioNTech,11017917
Peru,2021-08-02,Sinopharm/Beijing,2236545
Peru,2021-08-03,Oxford/AstraZeneca,754179
Peru,2021-08-03,Pfizer/BioNTech,11121431
Peru,2021-08-03,Sinopharm/Beijing,2270969
Peru,2021-08-04,Oxford/AstraZeneca,756345
Peru,2021-08-04,Pfizer/BioNTech,11231385
Peru,2021-08-04,Sinopharm/Beijing,2321091
Peru,2021-08-05,Oxford/AstraZeneca,759009
Peru,2021-08-05,Pfizer/BioNTech,11340670
Peru,2021-08-05,Sinopharm/Beijing,2382226
Peru,2021-08-06,Oxford/AstraZeneca,761520
Peru,2021-08-06,Pfizer/BioNTech,11452019
Peru,2021-08-06,Sinopharm/Beijing,2554227
Peru,2021-08-07,Oxford/AstraZeneca,764867
Peru,2021-08-07,Pfizer/BioNTech,11626534
Peru,2021-08-07,Sinopharm/Beijing,2874522
Peru,2021-08-08,Oxford/AstraZeneca,767421
Peru,2021-08-08,Pfizer/BioNTech,11786191
Peru,2021-08-08,Sinopharm/Beijing,3075859
Peru,2021-08-09,Oxford/AstraZeneca,770250
Peru,2021-08-09,Pfizer/BioNTech,11831325
Peru,2021-08-09,Sinopharm/Beijing,3134181
Peru,2021-08-10,Oxford/AstraZeneca,777754
Peru,2021-08-10,Pfizer/BioNTech,11880755
Peru,2021-08-10,Sinopharm/Beijing,3202257
Peru,2021-08-11,Oxford/AstraZeneca,783761
Peru,2021-08-11,Pfizer/BioNTech,11938627
Peru,2021-08-11,Sinopharm/Beijing,3258881
Peru,2021-08-12,Oxford/AstraZeneca,788912
Peru,2021-08-12,Pfizer/BioNTech,11990640
Peru,2021-08-12,Sinopharm/Beijing,3320283
Peru,2021-08-13,Oxford/AstraZeneca,794161
Peru,2021-08-13,Pfizer/BioNTech,12033418
Peru,2021-08-13,Sinopharm/Beijing,3390690
Peru,2021-08-14,Oxford/AstraZeneca,798700
Peru,2021-08-14,Pfizer/BioNTech,12190943
Peru,2021-08-14,Sinopharm/Beijing,3464166
Peru,2021-08-15,Oxford/AstraZeneca,800381
Peru,2021-08-15,Pfizer/BioNTech,12347080
Peru,2021-08-15,Sinopharm/Beijing,3504216
Peru,2021-08-16,Oxford/AstraZeneca,805346
Peru,2021-08-16,Pfizer/BioNTech,12380144
Peru,2021-08-16,Sinopharm/Beijing,3546852
Peru,2021-08-17,Oxford/AstraZeneca,811604
Peru,2021-08-17,Pfizer/BioNTech,12404862
Peru,2021-08-17,Sinopharm/Beijing,3617159
Peru,2021-08-18,Oxford/AstraZeneca,818684
Peru,2021-08-18,Pfizer/BioNTech,12424009
Peru,2021-08-18,Sinopharm/Beijing,3680987
Peru,2021-08-19,Oxford/AstraZeneca,824004
Peru,2021-08-19,Pfizer/BioNTech,12444867
Peru,2021-08-19,Sinopharm/Beijing,3757313
Peru,2021-08-20,Oxford/AstraZeneca,831655
Peru,2021-08-20,Pfizer/BioNTech,12481004
Peru,2021-08-20,Sinopharm/Beijing,3865063
Peru,2021-08-21,Oxford/AstraZeneca,840494
Peru,2021-08-21,Pfizer/BioNTech,12602843
Peru,2021-08-21,Sinopharm/Beijing,4052144
Peru,2021-08-22,Oxford/AstraZeneca,850273
Peru,2021-08-22,Pfizer/BioNTech,12685913
Peru,2021-08-22,Sinopharm/Beijing,4192186
Peru,2021-08-23,Oxford/AstraZeneca,858279
Peru,2021-08-23,Pfizer/BioNTech,12719988
Peru,2021-08-23,Sinopharm/Beijing,4231550
Peru,2021-08-24,Oxford/AstraZeneca,866727
Peru,2021-08-24,Pfizer/BioNTech,12742013
Peru,2021-08-24,Sinopharm/Beijing,4278819
Peru,2021-08-25,Oxford/AstraZeneca,871050
Peru,2021-08-25,Pfizer/BioNTech,12773738
Peru,2021-08-25,Sinopharm/Beijing,4334800
Peru,2021-08-26,Oxford/AstraZeneca,874051
Peru,2021-08-26,Pfizer/BioNTech,12801144
Peru,2021-08-26,Sinopharm/Beijing,4411849
Peru,2021-08-27,Oxford/AstraZeneca,876666
Peru,2021-08-27,Pfizer/BioNTech,12863473
Peru,2021-08-27,Sinopharm/Beijing,4521353
Peru,2021-08-28,Oxford/AstraZeneca,880315
Peru,2021-08-28,Pfizer/BioNTech,12996366
Peru,2021-08-28,Sinopharm/Beijing,4849566
Peru,2021-08-29,Oxford/AstraZeneca,882464
Peru,2021-08-29,Pfizer/BioNTech,13110321
Peru,2021-08-29,Sinopharm/Beijing,5143467
Peru,2021-08-30,Oxford/AstraZeneca,884902
Peru,2021-08-30,Pfizer/BioNTech,13115170
Peru,2021-08-30,Sinopharm/Beijing,5154366
Peru,2021-08-31,Oxford/AstraZeneca,888031
Peru,2021-08-31,Pfizer/BioNTech,13139914
Peru,2021-08-31,Sinopharm/Beijing,5247156
Peru,2021-09-01,Oxford/AstraZeneca,890656
Peru,2021-09-01,Pfizer/BioNTech,13174529
Peru,2021-09-01,Sinopharm/Beijing,5366769
Peru,2021-09-02,Oxford/AstraZeneca,892514
Peru,2021-09-02,Pfizer/BioNTech,13230146
Peru,2021-09-02,Sinopharm/Beijing,5496073
Peru,2021-09-03,Oxford/AstraZeneca,894008
Peru,2021-09-03,Pfizer/BioNTech,13305765
Peru,2021-09-03,Sinopharm/Beijing,5634244
Peru,2021-09-04,Oxford/AstraZeneca,895526
Peru,2021-09-04,Pfizer/BioNTech,13397081
Peru,2021-09-04,Sinopharm/Beijing,5907510
Peru,2021-09-05,Oxford/AstraZeneca,897144
Peru,2021-09-05,Pfizer/BioNTech,13443380
Peru,2021-09-05,Sinopharm/Beijing,6132104
Peru,2021-09-06,Oxford/AstraZeneca,898816
Peru,2021-09-06,Pfizer/BioNTech,13476176
Peru,2021-09-06,Sinopharm/Beijing,6239487
Peru,2021-09-07,Oxford/AstraZeneca,905241
Peru,2021-09-07,Pfizer/BioNTech,13522993
Peru,2021-09-07,Sinopharm/Beijing,6400252
Peru,2021-09-08,Oxford/AstraZeneca,912013
Peru,2021-09-08,Pfizer/BioNTech,13614739
Peru,2021-09-08,Sinopharm/Beijing,6656195
Peru,2021-09-09,Oxford/AstraZeneca,914081
Peru,2021-09-09,Pfizer/BioNTech,13731915
Peru,2021-09-09,Sinopharm/Beijing,6887934
Peru,2021-09-10,Oxford/AstraZeneca,917361
Peru,2021-09-10,Pfizer/BioNTech,13878791
Peru,2021-09-10,Sinopharm/Beijing,7153241
Peru,2021-09-11,Oxford/AstraZeneca,920115
Peru,2021-09-11,Pfizer/BioNTech,14123788
Peru,2021-09-11,Sinopharm/Beijing,7509318
Peru,2021-09-12,Oxford/AstraZeneca,922363
Peru,2021-09-12,Pfizer/BioNTech,14309960
Peru,2021-09-12,Sinopharm/Beijing,7813164
Peru,2021-09-13,Oxford/AstraZeneca,923646
Peru,2021-09-13,Pfizer/BioNTech,14378709
Peru,2021-09-13,Sinopharm/Beijing,7954128
Peru,2021-09-14,Oxford/AstraZeneca,924749
Peru,2021-09-14,Pfizer/BioNTech,14515487
Peru,2021-09-14,Sinopharm/Beijing,8119027
Peru,2021-09-15,Oxford/AstraZeneca,926684
Peru,2021-09-15,Pfizer/BioNTech,14586571
Peru,2021-09-15,Sinopharm/Beijing,8300214
Peru,2021-09-16,Oxford/AstraZeneca,937090
Peru,2021-09-16,Pfizer/BioNTech,14699467
Peru,2021-09-16,Sinopharm/Beijing,8515248
Peru,2021-09-17,Oxford/AstraZeneca,951549
Peru,2021-09-17,Pfizer/BioNTech,14796049
Peru,2021-09-17,Sinopharm/Beijing,8712618
Peru,2021-09-18,Oxford/AstraZeneca,966165
Peru,2021-09-18,Pfizer/BioNTech,14913794
Peru,2021-09-18,Sinopharm/Beijing,9072276
Peru,2021-09-19,Oxford/AstraZeneca,976567
Peru,2021-09-19,Pfizer/BioNTech,14989533
Peru,2021-09-19,Sinopharm/Beijing,9291326
Peru,2021-09-20,Oxford/AstraZeneca,990392
Peru,2021-09-20,Pfizer/BioNTech,15015330
Peru,2021-09-20,Sinopharm/Beijing,9383956
Peru,2021-09-21,Oxford/AstraZeneca,1008596
Peru,2021-09-21,Pfizer/BioNTech,15059164
Peru,2021-09-21,Sinopharm/Beijing,9523819
Peru,2021-09-22,Oxford/AstraZeneca,1027026
Peru,2021-09-22,Pfizer/BioNTech,15093033
Peru,2021-09-22,Sinopharm/Beijing,9656366
Peru,2021-09-23,Oxford/AstraZeneca,1041919
Peru,2021-09-23,Pfizer/BioNTech,15120996
Peru,2021-09-23,Sinopharm/Beijing,9784460
Peru,2021-09-24,Oxford/AstraZeneca,1056956
Peru,2021-09-24,Pfizer/BioNTech,15175868
Peru,2021-09-24,Sinopharm/Beijing,9912744
Peru,2021-09-25,Oxford/AstraZeneca,1082066
Peru,2021-09-25,Pfizer/BioNTech,15293916
Peru,2021-09-25,Sinopharm/Beijing,10182959
Peru,2021-09-26,Oxford/AstraZeneca,1100698
Peru,2021-09-26,Pfizer/BioNTech,15346345
Peru,2021-09-26,Sinopharm/Beijing,10440686
Peru,2021-09-27,Oxford/AstraZeneca,1120743
Peru,2021-09-27,Pfizer/BioNTech,15399119
Peru,2021-09-27,Sinopharm/Beijing,10574985
Peru,2021-09-28,Oxford/AstraZeneca,1134763
Peru,2021-09-28,Pfizer/BioNTech,15476614
Peru,2021-09-28,Sinopharm/Beijing,10722972
Peru,2021-09-29,Oxford/AstraZeneca,1152450
Peru,2021-09-29,Pfizer/BioNTech,15578150
Peru,2021-09-29,Sinopharm/Beijing,10916501
Peru,2021-09-30,Oxford/AstraZeneca,1163482
Peru,2021-09-30,Pfizer/BioNTech,15683085
Peru,2021-09-30,Sinopharm/Beijing,11116506
Peru,2021-10-01,Oxford/AstraZeneca,1176437
Peru,2021-10-01,Pfizer/BioNTech,15772736
Peru,2021-10-01,Sinopharm/Beijing,11304984
Peru,2021-10-02,Oxford/AstraZeneca,1204321
Peru,2021-10-02,Pfizer/BioNTech,16002366
Peru,2021-10-02,Sinopharm/Beijing,11625998
Peru,2021-10-03,Oxford/AstraZeneca,1226086
Peru,2021-10-03,Pfizer/BioNTech,16177729
Peru,2021-10-03,Sinopharm/Beijing,11915520
Peru,2021-10-04,Oxford/AstraZeneca,1242467
Peru,2021-10-04,Pfizer/BioNTech,16279274
Peru,2021-10-04,Sinopharm/Beijing,12064972
Peru,2021-10-05,Oxford/AstraZeneca,1254367
Peru,2021-10-05,Pfizer/BioNTech,16402706
Peru,2021-10-05,Sinopharm/Beijing,12227526
Peru,2021-10-06,Oxford/AstraZeneca,1270005
Peru,2021-10-06,Pfizer/BioNTech,16503183
Peru,2021-10-06,Sinopharm/Beijing,12394445
Peru,2021-10-07,Oxford/AstraZeneca,1281553
Peru,2021-10-07,Pfizer/BioNTech,16586655
Peru,2021-10-07,Sinopharm/Beijing,12572088
Peru,2021-10-08,Oxford/AstraZeneca,1290481
Peru,2021-10-08,Pfizer/BioNTech,16664404
Peru,2021-10-08,Sinopharm/Beijing,12697699
Peru,2021-10-09,Oxford/AstraZeneca,1303203
Peru,2021-10-09,Pfizer/BioNTech,16789953
Peru,2021-10-09,Sinopharm/Beijing,12938402
Peru,2021-10-10,Oxford/AstraZeneca,1310348
Peru,2021-10-10,Pfizer/BioNTech,16854999
Peru,2021-10-10,Sinopharm/Beijing,13110233
Peru,2021-10-11,Oxford/AstraZeneca,1321168
Peru,2021-10-11,Pfizer/BioNTech,16894918
Peru,2021-10-11,Sinopharm/Beijing,13240711
Peru,2021-10-12,Oxford/AstraZeneca,1369949
Peru,2021-10-12,Pfizer/BioNTech,16946469
Peru,2021-10-12,Sinopharm/Beijing,13383055
Peru,2021-10-13,Oxford/AstraZeneca,1416144
Peru,2021-10-13,Pfizer/BioNTech,16992055
Peru,2021-10-13,Sinopharm/Beijing,13520751
Peru,2021-10-14,Oxford/AstraZeneca,1480954
Peru,2021-10-14,Pfizer/BioNTech,17052446
Peru,2021-10-14,Sinopharm/Beijing,13622274
Peru,2021-10-15,Oxford/AstraZeneca,1549050
Peru,2021-10-15,Pfizer/BioNTech,17122394
Peru,2021-10-15,Sinopharm/Beijing,13728014
Peru,2021-10-16,Oxford/AstraZeneca,1661027
Peru,2021-10-16,Pfizer/BioNTech,17218318
Peru,2021-10-16,Sinopharm/Beijing,13870331
Peru,2021-10-17,Oxford/AstraZeneca,1744533
Peru,2021-10-17,Pfizer/BioNTech,17304762
Peru,2021-10-17,Sinopharm/Beijing,13990323
Peru,2021-10-18,Oxford/AstraZeneca,1784144
Peru,2021-10-18,Pfizer/BioNTech,17395901
Peru,2021-10-18,Sinopharm/Beijing,14066301
Peru,2021-10-19,Oxford/AstraZeneca,1818586
Peru,2021-10-19,Pfizer/BioNTech,17486261
Peru,2021-10-19,Sinopharm/Beijing,14148299
Peru,2021-10-20,Oxford/AstraZeneca,1853945
Peru,2021-10-20,Pfizer/BioNTech,17562459
Peru,2021-10-20,Sinopharm/Beijing,14219263
Peru,2021-10-21,Oxford/AstraZeneca,1888608
Peru,2021-10-21,Pfizer/BioNTech,17626614
Peru,2021-10-21,Sinopharm/Beijing,14288246
Peru,2021-10-22,Oxford/AstraZeneca,1916760
Peru,2021-10-22,Pfizer/BioNTech,17687027
Peru,2021-10-22,Sinopharm/Beijing,14355167
Peru,2021-10-23,Oxford/AstraZeneca,1979196
Peru,2021-10-23,Pfizer/BioNTech,17772793
Peru,2021-10-23,Sinopharm/Beijing,14468371
Peru,2021-10-24,Oxford/AstraZeneca,2019340
Peru,2021-10-24,Pfizer/BioNTech,17835014
Peru,2021-10-24,Sinopharm/Beijing,14570785
Peru,2021-10-25,Oxford/AstraZeneca,2041960
Peru,2021-10-25,Pfizer/BioNTech,17878011
Peru,2021-10-25,Sinopharm/Beijing,14629600
Peru,2021-10-26,Oxford/AstraZeneca,2066416
Peru,2021-10-26,Pfizer/BioNTech,17915761
Peru,2021-10-26,Sinopharm/Beijing,14686731
Peru,2021-10-27,Oxford/AstraZeneca,2091255
Peru,2021-10-27,Pfizer/BioNTech,17950809
Peru,2021-10-27,Sinopharm/Beijing,14741475
Peru,2021-10-28,Oxford/AstraZeneca,2126574
Peru,2021-10-28,Pfizer/BioNTech,17990310
Peru,2021-10-28,Sinopharm/Beijing,14795700
Peru,2021-10-29,Oxford/AstraZeneca,2165077
Peru,2021-10-29,Pfizer/BioNTech,18037201
Peru,2021-10-29,Sinopharm/Beijing,14840929
Peru,2021-10-30,Oxford/AstraZeneca,2204678
Peru,2021-10-30,Pfizer/BioNTech,18253597
Peru,2021-10-30,Sinopharm/Beijing,14895986
Peru,2021-10-31,Oxford/AstraZeneca,2237811
Peru,2021-10-31,Pfizer/BioNTech,18432972
Peru,2021-10-31,Sinopharm/Beijing,14939754
Peru,2021-11-01,Oxford/AstraZeneca,2247801
Peru,2021-11-01,Pfizer/BioNTech,18507987
Peru,2021-11-01,Sinopharm/Beijing,14960686
Peru,2021-11-02,Oxford/AstraZeneca,2261121
Peru,2021-11-02,Pfizer/BioNTech,18601958
Peru,2021-11-02,Sinopharm/Beijing,14991070
Peru,2021-11-03,Oxford/AstraZeneca,2281854
Peru,2021-11-03,Pfizer/BioNTech,18715299
Peru,2021-11-03,Sinopharm/Beijing,15028129
Peru,2021-11-04,Oxford/AstraZeneca,2312269
Peru,2021-11-04,Pfizer/BioNTech,18889633
Peru,2021-11-04,Sinopharm/Beijing,15067015
Peru,2021-11-05,Oxford/AstraZeneca,2340676
Peru,2021-11-05,Pfizer/BioNTech,19117902
Peru,2021-11-05,Sinopharm/Beijing,15111012
Peru,2021-11-06,Oxford/AstraZeneca,2381781
Peru,2021-11-06,Pfizer/BioNTech,19442046
Peru,2021-11-06,Sinopharm/Beijing,15195708
Peru,2021-11-07,Oxford/AstraZeneca,2414581
Peru,2021-11-07,Pfizer/BioNTech,19655668
Peru,2021-11-07,Sinopharm/Beijing,15272150
Peru,2021-11-08,Oxford/AstraZeneca,2441686
Peru,2021-11-08,Pfizer/BioNTech,19780817
Peru,2021-11-08,Sinopharm/Beijing,15328232
Peru,2021-11-09,Oxford/AstraZeneca,2486133
Peru,2021-11-09,Pfizer/BioNTech,19918577
Peru,2021-11-09,Sinopharm/Beijing,15371375
Peru,2021-11-10,Oxford/AstraZeneca,2533375
Peru,2021-11-10,Pfizer/BioNTech,20044846
Peru,2021-11-10,Sinopharm/Beijing,15415225
Peru,2021-11-11,Oxford/AstraZeneca,2584211
Peru,2021-11-11,Pfizer/BioNTech,20153983
Peru,2021-11-11,Sinopharm/Beijing,15455359
Peru,2021-11-12,Oxford/AstraZeneca,2633230
Peru,2021-11-12,Pfizer/BioNTech,20242873
Peru,2021-11-12,Sinopharm/Beijing,15494042
Peru,2021-11-13,Oxford/AstraZeneca,2709415
Peru,2021-11-13,Pfizer/BioNTech,20364245
Peru,2021-11-13,Sinopharm/Beijing,15549873
Peru,2021-11-14,Oxford/AstraZeneca,2776482
Peru,2021-11-14,Pfizer/BioNTech,20462094
Peru,2021-11-14,Sinopharm/Beijing,15607734
Peru,2021-11-15,Oxford/AstraZeneca,2826719
Peru,2021-11-15,Pfizer/BioNTech,20539843
Peru,2021-11-15,Sinopharm/Beijing,15655547
Peru,2021-11-16,Oxford/AstraZeneca,2878627
Peru,2021-11-16,Pfizer/BioNTech,20622248
Peru,2021-11-16,Sinopharm/Beijing,15718560
Peru,2021-11-17,Oxford/AstraZeneca,2935325
Peru,2021-11-17,Pfizer/BioNTech,20701848
Peru,2021-11-17,Sinopharm/Beijing,15778802
Peru,2021-11-18,Oxford/AstraZeneca,2987278
Peru,2021-11-18,Pfizer/BioNTech,20781482
Peru,2021-11-18,Sinopharm/Beijing,15841701
Peru,2021-11-19,Oxford/AstraZeneca,3032995
Peru,2021-11-19,Pfizer/BioNTech,20863097
Peru,2021-11-19,Sinopharm/Beijing,15909276
Peru,2021-11-20,Oxford/AstraZeneca,3101492
Peru,2021-11-20,Pfizer/BioNTech,21051007
Peru,2021-11-20,Sinopharm/Beijing,15999644
Peru,2021-11-21,Oxford/AstraZeneca,3154292
Peru,2021-11-21,Pfizer/BioNTech,21236434
Peru,2021-11-21,Sinopharm/Beijing,16078499
Peru,2021-11-22,Oxford/AstraZeneca,3184145
Peru,2021-11-22,Pfizer/BioNTech,21357826
Peru,2021-11-22,Sinopharm/Beijing,16135049
Peru,2021-11-23,Oxford/AstraZeneca,3214570
Peru,2021-11-23,Pfizer/BioNTech,21489945
Peru,2021-11-23,Sinopharm/Beijing,16193575
Peru,2021-11-24,Oxford/AstraZeneca,3242423
Peru,2021-11-24,Pfizer/BioNTech,21618880
Peru,2021-11-24,Sinopharm/Beijing,16248641
Peru,2021-11-25,Oxford/AstraZeneca,3269731
Peru,2021-11-25,Pfizer/BioNTech,21787752
Peru,2021-11-25,Sinopharm/Beijing,16300967
Peru,2021-11-26,Oxford/AstraZeneca,3295406
Peru,2021-11-26,Pfizer/BioNTech,22026955
Peru,2021-11-26,Sinopharm/Beijing,16350989
Peru,2021-11-27,Oxford/AstraZeneca,3327777
Peru,2021-11-27,Pfizer/BioNTech,22394737
Peru,2021-11-27,Sinopharm/Beijing,16416468
Peru,2021-11-28,Oxford/AstraZeneca,3357146
Peru,2021-11-28,Pfizer/BioNTech,22677474
Peru,2021-11-28,Sinopharm/Beijing,16477694
Peru,2021-11-29,Oxford/AstraZeneca,3376644
Peru,2021-11-29,Pfizer/BioNTech,22899269
Peru,2021-11-29,Sinopharm/Beijing,16522118
Peru,2021-11-30,Oxford/AstraZeneca,3395242
Peru,2021-11-30,Pfizer/BioNTech,23115165
Peru,2021-11-30,Sinopharm/Beijing,16565642
Peru,2021-12-01,Oxford/AstraZeneca,3411404
Peru,2021-12-01,Pfizer/BioNTech,23326579
Peru,2021-12-01,Sinopharm/Beijing,16613446
Peru,2021-12-02,Oxford/AstraZeneca,3433037
Peru,2021-12-02,Pfizer/BioNTech,23544804
Peru,2021-12-02,Sinopharm/Beijing,16668685
Peru,2021-12-03,Oxford/AstraZeneca,3455522
Peru,2021-12-03,Pfizer/BioNTech,23749493
Peru,2021-12-03,Sinopharm/Beijing,16725728
Peru,2021-12-04,Oxford/AstraZeneca,3486012
Peru,2021-12-04,Pfizer/BioNTech,23985812
Peru,2021-12-04,Sinopharm/Beijing,16797524
Peru,2021-12-05,Oxford/AstraZeneca,3509380
Peru,2021-12-05,Pfizer/BioNTech,24154994
Peru,2021-12-05,Sinopharm/Beijing,16860858
Peru,2021-12-06,Oxford/AstraZeneca,3529947
Peru,2021-12-06,Pfizer/BioNTech,24309372
Peru,2021-12-06,Sinopharm/Beijing,16917095
Peru,2021-12-07,Oxford/AstraZeneca,3549068
Peru,2021-12-07,Pfizer/BioNTech,24464511
Peru,2021-12-07,Sinopharm/Beijing,16980413
Peru,2021-12-08,Oxford/AstraZeneca,3564122
Peru,2021-12-08,Pfizer/BioNTech,24570678
Peru,2021-12-08,Sinopharm/Beijing,17031589
Peru,2021-12-09,Oxford/AstraZeneca,3586991
Peru,2021-12-09,Pfizer/BioNTech,24727524
Peru,2021-12-09,Sinopharm/Beijing,17109050
Peru,2021-12-10,Oxford/AstraZeneca,3620396
Peru,2021-12-10,Pfizer/BioNTech,24913750
Peru,2021-12-10,Sinopharm/Beijing,17237330
Peru,2021-12-11,Oxford/AstraZeneca,3663012
Peru,2021-12-11,Pfizer/BioNTech,25123765
Peru,2021-12-11,Sinopharm/Beijing,17396013
Peru,2021-12-12,Oxford/AstraZeneca,3696385
Peru,2021-12-12,Pfizer/BioNTech,25285720
Peru,2021-12-12,Sinopharm/Beijing,17523286
Peru,2021-12-13,Oxford/AstraZeneca,3729025
Peru,2021-12-13,Pfizer/BioNTech,25439879
Peru,2021-12-13,Sinopharm/Beijing,17646927
Peru,2021-12-14,Oxford/AstraZeneca,3766474
Peru,2021-12-14,Pfizer/BioNTech,25599551
Peru,2021-12-14,Sinopharm/Beijing,17775606
Peru,2021-12-15,Oxford/AstraZeneca,3803856
Peru,2021-12-15,Pfizer/BioNTech,25744052
Peru,2021-12-15,Sinopharm/Beijing,17892775
Peru,2021-12-16,Oxford/AstraZeneca,3834787
Peru,2021-12-16,Pfizer/BioNTech,25866669
Peru,2021-12-16,Sinopharm/Beijing,17980842
Peru,2021-12-17,Oxford/AstraZeneca,3863644
Peru,2021-12-17,Pfizer/BioNTech,25989294
Peru,2021-12-17,Sinopharm/Beijing,18066324
Peru,2021-12-18,Oxford/AstraZeneca,3891001
Peru,2021-12-18,Pfizer/BioNTech,26112060
Peru,2021-12-18,Sinopharm/Beijing,18148654
Peru,2021-12-19,Oxford/AstraZeneca,3912700
Peru,2021-12-19,Pfizer/BioNTech,26209950
Peru,2021-12-19,Sinopharm/Beijing,18211555
Peru,2021-12-20,Oxford/AstraZeneca,3935768
Peru,2021-12-20,Pfizer/BioNTech,26389677
Peru,2021-12-20,Sinopharm/Beijing,18277271
Peru,2021-12-21,Oxford/AstraZeneca,3959054
Peru,2021-12-21,Pfizer/BioNTech,26683757
Peru,2021-12-21,Sinopharm/Beijing,18339289
Peru,2021-12-22,Oxford/AstraZeneca,3978552
Peru,2021-12-22,Pfizer/BioNTech,26946945
Peru,2021-12-22,Sinopharm/Beijing,18395257
Peru,2021-12-23,Oxford/AstraZeneca,3993747
Peru,2021-12-23,Pfizer/BioNTech,27132634
Peru,2021-12-23,Sinopharm/Beijing,18442963
Peru,2021-12-24,Oxford/AstraZeneca,3997923
Peru,2021-12-24,Pfizer/BioNTech,27189700
Peru,2021-12-24,Sinopharm/Beijing,18462689
Peru,2021-12-25,Oxford/AstraZeneca,3998835
Peru,2021-12-25,Pfizer/BioNTech,27218792
Peru,2021-12-25,Sinopharm/Beijing,18467418
Peru,2021-12-26,Oxford/AstraZeneca,4005729
Peru,2021-12-26,Pfizer/BioNTech,27370799
Peru,2021-12-26,Sinopharm/Beijing,18496265
Peru,2021-12-27,Oxford/AstraZeneca,4021208
Peru,2021-12-27,Pfizer/BioNTech,27613761
Peru,2021-12-27,Sinopharm/Beijing,18554185
Peru,2021-12-28,Oxford/AstraZeneca,4037386
Peru,2021-12-28,Pfizer/BioNTech,27867067
Peru,2021-12-28,Sinopharm/Beijing,18614040
Peru,2021-12-29,Oxford/AstraZeneca,4052530
Peru,2021-12-29,Pfizer/BioNTech,28084592
Peru,2021-12-29,Sinopharm/Beijing,18666612
Peru,2021-12-30,Oxford/AstraZeneca,4064251
Peru,2021-12-30,Pfizer/BioNTech,28245130
Peru,2021-12-30,Sinopharm/Beijing,18714081
Peru,2021-12-31,Oxford/AstraZeneca,4067805
Peru,2021-12-31,Pfizer/BioNTech,28292560
Peru,2021-12-31,Sinopharm/Beijing,18734686
Peru,2022-01-01,Oxford/AstraZeneca,4068717
Peru,2022-01-01,Pfizer/BioNTech,28315602
Peru,2022-01-01,Sinopharm/Beijing,18742480
Peru,2022-01-02,Oxford/AstraZeneca,4071976
Peru,2022-01-02,Pfizer/BioNTech,28411143
Peru,2022-01-02,Sinopharm/Beijing,18765309
Peru,2022-01-03,Oxford/AstraZeneca,4078907
Peru,2022-01-03,Pfizer/BioNTech,28598014
Peru,2022-01-03,Sinopharm/Beijing,18825766
Peru,2022-01-04,Oxford/AstraZeneca,4085995
Peru,2022-01-04,Pfizer/BioNTech,28805629
Peru,2022-01-04,Sinopharm/Beijing,18889893
Peru,2022-01-05,Oxford/AstraZeneca,4093385
Peru,2022-01-05,Pfizer/BioNTech,29053080
Peru,2022-01-05,Sinopharm/Beijing,18956650
Peru,2022-01-06,Oxford/AstraZeneca,4101757
Peru,2022-01-06,Pfizer/BioNTech,29308255
Peru,2022-01-06,Sinopharm/Beijing,19017896
Peru,2022-01-07,Oxford/AstraZeneca,4110677
Peru,2022-01-07,Pfizer/BioNTech,29564869
Peru,2022-01-07,Sinopharm/Beijing,19077259
Peru,2022-01-08,Oxford/AstraZeneca,4119745
Peru,2022-01-08,Pfizer/BioNTech,29840625
Peru,2022-01-08,Sinopharm/Beijing,19131664
Peru,2022-01-09,Oxford/AstraZeneca,4125788
Peru,2022-01-09,Pfizer/BioNTech,30005775
Peru,2022-01-09,Sinopharm/Beijing,19166176
Peru,2022-01-10,Oxford/AstraZeneca,4135228
Peru,2022-01-10,Pfizer/BioNTech,30221911
Peru,2022-01-10,Sinopharm/Beijing,19223537
Peru,2022-01-11,Oxford/AstraZeneca,4143696
Peru,2022-01-11,Pfizer/BioNTech,30428059
Peru,2022-01-11,Sinopharm/Beijing,19273359
Peru,2022-01-12,Oxford/AstraZeneca,4152233
Peru,2022-01-12,Pfizer/BioNTech,30619784
Peru,2022-01-12,Sinopharm/Beijing,19320356
Peru,2022-01-13,Oxford/AstraZeneca,4160550
Peru,2022-01-13,Pfizer/BioNTech,30819513
Peru,2022-01-13,Sinopharm/Beijing,19363397
Peru,2022-01-14,Oxford/AstraZeneca,4168498
Peru,2022-01-14,Pfizer/BioNTech,31007788
Peru,2022-01-14,Sinopharm/Beijing,19401074
Peru,2022-01-15,Oxford/AstraZeneca,4176591
Peru,2022-01-15,Pfizer/BioNTech,31197995
Peru,2022-01-15,Sinopharm/Beijing,19431137
Peru,2022-01-16,Oxford/AstraZeneca,4181160
Peru,2022-01-16,Pfizer/BioNTech,31307495
Peru,2022-01-16,Sinopharm/Beijing,19450342
Peru,2022-01-17,Oxford/AstraZeneca,4188696
Peru,2022-01-17,Pfizer/BioNTech,31450447
