COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Benin,BEN,AFRO,REPORTING,2022-09-18,3690703.0,3205878.0,30.443,26.444,2689382.0,22.184,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5.0,,
Bermuda,BMU,AMRO,REPORTING,2022-09-16,132042.0,48554.0,212.037,77.97,47657.0,76.529,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0,31829.0,51.112
Bhutan,BTN,SEARO,REPORTING,2022-09-25,1975592.0,697310.0,256.036,90.371,676343.0,87.654,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0,601939.0,78.011
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2022-09-16,15218408.0,7384270.0,130.372,63.259,6180182.0,52.944,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,7.0,2201921.0,18.863
Bonaire,XAA,AMRO,REPORTING,2022-09-16,41361.0,17460.0,197.758,83.481,15884.0,75.945,,,,8017.0,38.331
"Bonaire, Sint Eustatius and Saba",BES,AMRO,OWID,2021-09-01,35845.0,19109.0,137.934,73.533,16736.0,64.401,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0,,
Bosnia and Herzegovina,BIH,EURO,REPORTING,2022-01-29,1924950.0,943394.0,58.7,28.755,846080.0,25.789,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4.0,,
Botswana,BWA,AFRO,REPORTING,2022-09-11,2891400.0,1515015.0,122.953,64.424,1375332.0,58.484,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0,,
Brazil,BRA,AMRO,REPORTING,2022-09-16,479103959.0,183587361.0,225.398,86.37,165192077.0,77.716,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5.0,102902557.0,48.411
British Virgin Islands,VGB,AMRO,REPORTING,2022-09-16,41453.0,19466.0,137.094,64.378,18261.0,60.393,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0,3726.0,12.323
Brunei Darussalam,BRN,WPRO,REPORTING,2022-09-09,1273212.0,449769.0,291.034,102.809,444757.0,101.664,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0,335738.0,76.744
Bulgaria,BGR,EURO,REPORTING,2022-09-18,4537223.0,2101905.0,65.3,30.237,2072927.0,29.82,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,806040.0,11.595
Burkina Faso,BFA,AFRO,REPORTING,2022-08-28,3740943.0,3074643.0,17.896,14.709,2133394.0,10.206,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0,,
Burundi,BDI,AFRO,REPORTING,2022-09-18,21467.0,19568.0,0.181,0.165,18972.0,0.16,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0,,
Cabo Verde,CPV,AFRO,REPORTING,2022-09-18,857874.0,356544.0,154.297,64.128,308551.0,55.496,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0,,
Cambodia,KHM,WPRO,REPORTING,2022-09-16,43822585.0,15186867.0,262.113,90.836,14535925.0,86.943,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-10,7.0,10131597.0,60.599
Cameroon,CMR,AFRO,REPORTING,2022-09-11,1893318.0,1607691.0,7.132,6.056,1256706.0,4.734,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4.0,,
Canada,CAN,AMRO,REPORTING,2022-09-16,88148937.0,32787406.0,233.556,86.872,31432603.0,83.282,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0,19182301.0,50.825
Cayman Islands,CYM,AMRO,REPORTING,2022-09-16,148160.0,61663.0,225.441,93.827,60145.0,91.517,Pfizer BioNTech - Comirnaty,2021-01-15,1.0,23910.0,36.382
Central African Republic,CAF,AFRO,REPORTING,2022-09-18,1707255.0,1660574.0,35.349,34.382,1570081.0,32.508,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0,,
Chad,TCD,AFRO,REPORTING,2022-08-28,3876928.0,3739193.0,23.603,22.764,3611617.0,21.987,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0,,
Chile,CHL,AMRO,REPORTING,2022-09-16,62229394.0,18065602.0,325.532,94.504,17672392.0,92.447,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,5.0,15623225.0,81.728
China,CHN,WPRO,REPORTING,2022-09-13,3455225743.0,1307449048.0,234.844,88.864,1277232041.0,86.811,"Anhui ZL - Zifivax,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Covidful,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8.0,776220753.0,52.758
Colombia,COL,AMRO,REPORTING,2022-09-16,87566541.0,42633866.0,172.094,83.788,36479814.0,71.694,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0,13662929.0,26.852
Comoros,COM,AFRO,REPORTING,2022-07-31,804403.0,423255.0,92.503,48.672,382032.0,43.932,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0,,
Congo,COG,AFRO,REPORTING,2022-07-31,833210.0,695760.0,15.1,12.609,654119.0,11.854,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0,,
Cook Islands,COK,WPRO,REPORTING,2022-05-10,39612.0,15020.0,225.529,85.516,14676.0,83.557,Pfizer BioNTech - Comirnaty,2021-05-17,1.0,9916.0,56.456
Costa Rica,CRI,AMRO,REPORTING,2022-09-16,11913344.0,4471009.0,233.865,87.768,4203167.0,82.51,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-24,3.0,2549028.0,50.039
Côte d’Ivoire,CIV,AFRO,REPORTING,2022-09-18,18547812.0,10721755.0,70.315,40.646,8817755.0,33.428,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0,,
Croatia,HRV,EURO,REPORTING,2022-09-18,5293366.0,2316460.0,130.4,57.115,2243262.0,55.278,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,6.0,920569.0,22.684
Cuba,CUB,AMRO,REPORTING,2022-09-16,37691939.0,10701830.0,332.773,94.484,9990274.0,88.202,"CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02",,3.0,8429760.0,74.424
Curaçao,CUW,AMRO,REPORTING,2022-09-16,255346.0,108478.0,155.611,66.108,99831.0,60.838,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3.0,47037.0,28.665
Cyprus,CYP,EURO,REPORTING,2022-09-18,1818605.0,667024.0,204.8,75.115,655573.0,73.825,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,484683.0,54.581
Czechia,CZE,EURO,REPORTING,2022-09-18,17977765.0,6966172.0,168.1,65.141,6880723.0,64.342,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,4309156.0,40.295
Democratic Republic of the Congo,COD,AFRO,REPORTING,2022-09-18,5286630.0,4884351.0,5.903,5.454,3072010.0,3.43,SII - Covishield,2021-04-19,1.0,,
Denmark,DNK,EURO,REPORTING,2022-09-04,13198790.0,4816219.0,226.7,82.714,4778611.0,82.068,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-16,5.0,3650426.0,62.692
Djibouti,DJI,EMRO,REPORTING,2022-09-27,260427.0,239808.0,26.359,24.272,219441.0,22.211,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,11.0,,
Dominica,DMA,AMRO,REPORTING,2022-09-16,67431.0,32872.0,93.666,45.661,30566.0,42.458,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-12,5.0,3993.0,5.547
Dominican Republic,DOM,AMRO,REPORTING,2022-09-16,15774482.0,7277678.0,145.415,67.088,6040747.0,55.686,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3.0,2456057.0,22.641
Ecuador,ECU,AMRO,REPORTING,2022-09-16,37723769.0,15258768.0,213.817,86.486,14119814.0,80.03,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0,7092179.0,40.198
Egypt,EGY,EMRO,REPORTING,2022-09-25,98424374.0,52817695.0,96.179,51.613,39474487.0,38.574,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-24,10.0,8665916.0,8.468
El Salvador,SLV,AMRO,REPORTING,2022-09-16,11090515.0,4612795.0,170.986,71.117,4316275.0,66.545,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0,1781722.0,27.469
Equatorial Guinea,GNQ,AFRO,REPORTING,2022-07-24,488738.0,270109.0,34.836,19.252,214032.0,15.255,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0,,
Eritrea,ERI,AFRO,REPORTING,2022-07-03,,0.0,,0.0,0.0,0.0,,,,,
Estonia,EST,EURO,REPORTING,2022-09-18,2129710.0,843782.0,160.3,63.491,834409.0,62.786,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,478650.0,36.016
Eswatini,SWZ,AFRO,REPORTING,2022-09-11,773579.0,492162.0,66.678,42.422,490673.0,42.293,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,3.0,,
Ethiopia,ETH,AFRO,REPORTING,2022-07-31,52509414.0,43111242.0,45.675,37.5,36707357.0,31.93,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0,,
Falkland Islands (Malvinas),FLK,AMRO,REPORTING,2022-06-21,9390.0,3220.0,269.595,92.449,2976.0,85.444,AstraZeneca - AZD1222,,1.0,2543.0,73.012
Faroe Islands,FRO,EURO,OWID,2022-02-18,103894.0,41715.0,212.614,85.368,40895.0,83.69,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0,21284.0,43.557
Fiji,FJI,WPRO,REPORTING,2022-09-08,1538912.0,709581.0,171.668,79.155,638187.0,71.191,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0,165236.0,18.432
Finland,FIN,EURO,REPORTING,2022-09-18,12847919.0,4541521.0,232.5,82.195,4356575.0,78.848,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,5.0,3047415.0,55.154
France,FRA,EURO,REPORTING,2022-09-18,153340653.0,54562129.0,227.8,81.049,53049459.0,78.802,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-30,6.0,40641235.0,60.37
French Guiana,GUF,AMRO,REPORTING,2022-09-16,236724.0,99479.0,79.256,33.306,90213.0,30.204,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0,45179.0,15.126
French Polynesia,PYF,WPRO,REPORTING,2022-07-31,460803.0,188245.0,164.041,67.013,183649.0,65.377,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0,88909.0,31.651
Gabon,GAB,AFRO,REPORTING,2022-09-18,569829.0,310579.0,25.602,13.954,257257.0,11.558,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-23,3.0,,
Gambia,GMB,AFRO,REPORTING,2022-08-07,815861.0,452514.0,33.76,18.725,357390.0,14.789,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0,,
Georgia,GEO,EURO,REPORTING,2022-09-18,2718171.0,1292672.0,68.1,32.404,1177900.0,29.527,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4.0,247599.0,6.207
Germany,DEU,EURO,REPORTING,2022-09-18,185144577.0,64775678.0,222.6,77.887,64858691.0,77.986,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,6.0,51654561.0,62.11
Ghana,GHA,AFRO,REPORTING,2022-09-18,19340804.0,11471547.0,62.243,36.918,8361840.0,26.91,"Gamaleya - Gam-Covid-Vac,SII - Covishield",2021-03-02,2.0,,
Gibraltar,GIB,EURO,OWID,2022-04-21,119855.0,42074.0,355.748,124.882,41421.0,122.944,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2.0,36360.0,107.922
Greece,GRC,EURO,REPORTING,2022-09-18,21448847.0,7909097.0,200.1,73.789,7732016.0,72.137,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,5860319.0,54.674
Greenland,GRL,EURO,OWID,2022-03-07,79745.0,41243.0,140.465,72.647,38502.0,67.819,Moderna - mRNA-1273,,1.0,,
Grenada,GRD,AMRO,REPORTING,2022-09-16,90138.0,44050.0,80.106,39.148,38836.0,34.514,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,4.0,7252.0,6.445
Guadeloupe,GLP,AMRO,REPORTING,2022-09-16,385712.0,150077.0,96.398,37.508,144196.0,36.038,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-01-08,7.0,86650.0,21.656
Guam,GUM,WPRO,REPORTING,2022-08-23,368088.0,155225.0,218.094,91.972,141014.0,83.551,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-04,3.0,72131.0,42.738
Guatemala,GTM,AMRO,REPORTING,2022-09-16,19553871.0,8758252.0,109.145,48.886,6870081.0,38.347,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-25,5.0,3495539.0,19.511
Guernsey,GGY,EURO,OWID,2022-07-12,157708.0,,244.63,,,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,,
Guinea,GIN,AFRO,REPORTING,2022-09-18,7472471.0,5137173.0,56.899,39.117,2894177.0,22.038,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0,,
Guinea-Bissau,GNB,AFRO,REPORTING,2022-09-18,673091.0,640393.0,34.202,32.54,404228.0,20.54,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0,,
Guyana,GUY,AMRO,REPORTING,2022-09-16,939589.0,490230.0,119.457,62.326,376266.0,47.837,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,7.0,73093.0,9.293
Haiti,HTI,AMRO,REPORTING,2022-09-16,470964.0,361212.0,4.13,3.168,222303.0,1.95,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0,,
Honduras,HND,AMRO,REPORTING,2022-09-16,15527895.0,6325371.0,156.774,63.863,5599626.0,56.536,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,6.0,3603273.0,36.38
Hungary,HUN,EURO,REPORTING,2022-09-18,16469299.0,6353515.0,168.6,65.034,6146794.0,62.918,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,7.0,3859059.0,39.501
Iceland,ISL,EURO,REPORTING,2022-08-28,828071.0,307001.0,227.4,84.31,297551.0,81.715,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,252270.0,69.279
India,IND,SEARO,REPORTING,2022-09-27,2179427825.0,1024660313.0,157.929,74.251,948037652.0,68.698,"Bharat - Covaxin,Biological E - Corbevax,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield,SII - Covovax,Zydus - ZyCov-D",2021-01-16,8.0,206729860.0,14.98
Indonesia,IDN,SEARO,REPORTING,2022-09-26,437867669.0,204114735.0,160.084,74.624,170706806.0,62.41,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,7.0,63046128.0,23.05
