COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Aruba,ABW,AMRO,REPORTING,2022-04-01,169341.0,87919.0,158.609,82.347,81422.0,76.262,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2.0,,
Australia,AUS,WPRO,REPORTING,2022-04-02,56587064.0,22216890.0,221.911,87.125,21280501.0,83.453,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-21,5.0,12964119.0,50.84
Austria,AUT,EURO,REPORTING,2022-04-03,18169317.0,6816262.0,204.1,76.578,6595768.0,74.101,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,5107858.0,57.385
Azerbaijan,AZE,EURO,REPORTING,2022-04-03,13363672.0,5351622.0,131.8,52.782,4832835.0,47.665,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0,3179217.0,31.356
Bahamas,BHS,AMRO,REPORTING,2022-04-01,335729.0,165385.0,85.374,42.057,156615.0,39.826,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0,25164.0,6.399
Bahrain,BHR,EMRO,REPORTING,2022-04-03,3426136.0,1233412.0,201.351,72.486,1217102.0,71.528,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-11-04,8.0,975622.0,57.336
Bangladesh,BGD,SEARO,REPORTING,2022-04-05,252731398.0,128105760.0,153.459,77.786,114435222.0,69.485,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0,10190416.0,6.188
Barbados,BRB,AMRO,REPORTING,2022-04-01,360322.0,161114.0,125.384,56.064,151139.0,52.593,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-08,5.0,48069.0,16.727
Belarus,BLR,EURO,REPORTING,2022-04-03,11778178.0,5947876.0,124.6,62.945,5501250.0,58.218,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac",2021-02-03,2.0,596467.0,6.312
Belgium,BEL,EURO,REPORTING,2022-04-03,25255077.0,9223822.0,219.2,80.051,9124590.0,79.19,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,7109360.0,61.7
Belize,BLZ,AMRO,REPORTING,2022-04-01,468692.0,236326.0,117.872,59.434,209571.0,52.705,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0,43592.0,10.963
Benin,BEN,AFRO,REPORTING,2022-03-22,3333450.0,2955274.0,27.496,24.377,2430934.0,20.052,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5.0,,
Bermuda,BMU,AMRO,REPORTING,2022-04-01,128243.0,48297.0,205.937,77.557,47015.0,75.498,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0,32409.0,52.043
Bhutan,BTN,SEARO,REPORTING,2022-04-03,1804259.0,689748.0,233.831,89.391,582523.0,75.495,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0,531988.0,68.945
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2022-04-01,13157852.0,7095280.0,112.72,60.784,5803865.0,49.72,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,6.0,1213361.0,10.395
Bonaire,XAA,AMRO,REPORTING,2022-04-01,33217.0,17467.0,158.819,83.514,15750.0,75.305,,,,,
"Bonaire, Sint Eustatius and Saba",BES,AMRO,REPORTING,2021-04-09,7391.0,5726.0,28.441,22.034,2965.0,11.41,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,2.0,,
Bosnia and Herzegovina,BIH,EURO,REPORTING,2022-01-29,1924950.0,943394.0,58.7,28.755,846080.0,25.789,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4.0,,
Botswana,BWA,AFRO,REPORTING,2022-03-21,2517260.0,1454775.0,107.043,61.862,1292541.0,54.964,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0,243897.0,10.371
Brazil,BRA,AMRO,REPORTING,2022-04-01,399149461.0,177445267.0,187.783,83.48,155743151.0,73.27,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5.0,70752842.0,33.286
British Virgin Islands,VGB,AMRO,REPORTING,2022-04-01,40537.0,19165.0,134.064,63.383,17646.0,58.359,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0,3726.0,12.323
Brunei Darussalam,BRN,WPRO,REPORTING,2022-04-01,1078490.0,408162.0,246.524,93.299,405286.0,92.641,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0,265042.0,60.584
Bulgaria,BGR,EURO,REPORTING,2022-04-03,4354683.0,2083638.0,62.6,29.974,2052813.0,29.531,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,721627.0,10.381
Burkina Faso,BFA,AFRO,REPORTING,2022-03-20,2369487.0,2131880.0,11.335,10.199,1188545.0,5.686,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0,,
Burundi,BDI,AFRO,REPORTING,2022-03-29,12464.0,10372.0,0.105,0.087,9906.0,0.083,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0,,
Cabo Verde,CPV,AFRO,REPORTING,2022-03-26,728077.0,354533.0,130.952,63.766,306782.0,55.178,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0,66762.0,12.008
Cambodia,KHM,WPRO,REPORTING,2022-04-01,36974458.0,14829078.0,221.153,88.696,14042459.0,83.991,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-10,7.0,7972533.0,47.686
Cameroon,CMR,AFRO,REPORTING,2022-03-21,1558668.0,1348787.0,5.872,5.081,1048664.0,3.95,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4.0,29565.0,0.111
Canada,CAN,AMRO,REPORTING,2022-04-01,81274899.0,32451069.0,215.343,85.981,31004341.0,82.148,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0,17819489.0,47.214
Cayman Islands,CYM,AMRO,REPORTING,2022-04-01,141400.0,60484.0,215.155,92.033,58456.0,88.947,Pfizer BioNTech - Comirnaty,2021-01-15,1.0,22460.0,34.175
Central African Republic,CAF,AFRO,REPORTING,2022-03-25,1012846.0,923553.0,20.971,19.122,897945.0,18.592,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0,,
Chad,TCD,AFRO,REPORTING,2022-03-29,1014743.0,884691.0,6.178,5.386,755755.0,4.601,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0,,
Chile,CHL,AMRO,REPORTING,2022-04-01,50727796.0,17875155.0,265.365,93.508,17382440.0,90.93,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,4.0,13601573.0,71.152
China,CHN,WPRO,REPORTING,2022-04-02,3293262316.0,1280557640.0,223.835,87.037,1245887430.0,84.68,"Anhui ZL - Zifivax,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Covidful,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8.0,647650945.0,44.019
Colombia,COL,AMRO,REPORTING,2022-04-01,80744778.0,41966456.0,158.687,82.477,34789381.0,68.371,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0,10323806.0,20.289
Comoros,COM,AFRO,REPORTING,2022-03-21,637961.0,341102.0,73.362,39.225,301218.0,34.639,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0,,
Congo,COG,AFRO,REPORTING,2022-03-23,818931.0,681597.0,14.841,12.352,640464.0,11.607,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0,,
Cook Islands,COK,WPRO,REPORTING,2022-03-29,39686.0,15094.0,225.951,85.937,14676.0,83.557,Pfizer BioNTech - Comirnaty,2021-05-17,1.0,9916.0,56.456
Costa Rica,CRI,AMRO,REPORTING,2022-04-01,10166273.0,4336171.0,199.569,85.121,3971404.0,77.961,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-24,3.0,1858698.0,36.487
Côte d’Ivoire,CIV,AFRO,REPORTING,2022-03-27,10364488.0,7111845.0,39.292,26.961,4599452.0,17.437,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0,,
Croatia,HRV,EURO,REPORTING,2022-04-03,5227373.0,2309777.0,128.8,56.95,2234646.0,55.065,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,879857.0,21.681
Cuba,CUB,AMRO,REPORTING,2022-04-01,35382573.0,10634257.0,312.384,93.887,9914202.0,87.53,"CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02",,3.0,6282170.0,55.464
Curaçao,CUW,AMRO,REPORTING,2022-04-01,246731.0,107571.0,150.36,65.555,98512.0,60.034,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3.0,40648.0,24.771
Cyprus,CYP,EURO,REPORTING,2022-04-03,1748478.0,661496.0,196.9,74.492,657672.0,74.062,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,451998.0,50.9
Czechia,CZE,EURO,REPORTING,2022-04-03,17498240.0,6947401.0,163.6,64.966,6855332.0,64.105,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,4105063.0,38.387
Democratic Republic of the Congo,COD,AFRO,REPORTING,2022-03-24,964948.0,853971.0,1.077,0.954,519397.0,0.58,SII - Covishield,2021-04-19,1.0,,
Denmark,DNK,EURO,REPORTING,2022-04-03,13196164.0,4837038.0,226.6,83.071,4788244.0,82.233,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,4.0,3617777.0,62.132
Djibouti,DJI,EMRO,REPORTING,2022-04-03,170319.0,149789.0,17.239,15.161,109762.0,11.11,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,6.0,,
Dominica,DMA,AMRO,REPORTING,2022-04-01,66135.0,32481.0,91.866,45.118,30008.0,41.683,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-12,4.0,3646.0,5.065
Dominican Republic,DOM,AMRO,REPORTING,2022-04-01,15420479.0,7189174.0,142.152,66.272,5931996.0,54.683,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3.0,2299309.0,21.196
Ecuador,ECU,AMRO,REPORTING,2022-04-01,33266348.0,14842117.0,188.552,84.124,13724003.0,77.787,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0,5255411.0,29.787
Egypt,EGY,EMRO,REPORTING,2022-03-27,77978885.0,45120240.0,76.2,44.091,32207635.0,31.473,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-24,6.0,1982127.0,1.937
El Salvador,SLV,AMRO,REPORTING,2022-04-01,10406656.0,4566851.0,160.443,70.409,4288368.0,66.115,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0,1492939.0,23.017
Equatorial Guinea,GNQ,AFRO,REPORTING,2022-03-24,467504.0,259685.0,33.322,18.509,207819.0,14.813,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0,,
Estonia,EST,EURO,REPORTING,2022-04-03,2056695.0,840360.0,154.8,63.234,835428.0,62.863,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,445620.0,33.531
Eswatini,SWZ,AFRO,REPORTING,2022-03-20,509424.0,387509.0,43.91,33.401,318360.0,27.441,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,3.0,66331.0,5.717
Ethiopia,ETH,AFRO,REPORTING,2022-03-27,29373478.0,24486746.0,25.55,21.3,20958931.0,18.231,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0,343954.0,0.299
Falkland Islands (Malvinas),FLK,AMRO,OWID,2021-04-14,4407.0,2632.0,126.529,75.567,1775.0,50.962,AstraZeneca - AZD1222,,1.0,,
Faroe Islands,FRO,EURO,OWID,2022-02-18,103894.0,41715.0,212.614,85.368,40895.0,83.69,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0,21284.0,43.557
Fiji,FJI,WPRO,REPORTING,2022-04-01,1428275.0,682439.0,159.327,76.127,628308.0,70.089,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0,117528.0,13.11
Finland,FIN,EURO,REPORTING,2022-04-03,11725983.0,4523400.0,212.2,81.867,4323520.0,78.25,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,2879063.0,52.107
France,FRA,EURO,REPORTING,2022-04-03,155184328.0,54800297.0,230.5,81.402,53957873.0,80.151,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,47494419.0,70.55
French Guiana,GUF,AMRO,REPORTING,2022-04-01,224543.0,96951.0,75.178,32.46,87627.0,29.338,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0,39965.0,13.38
French Polynesia,PYF,WPRO,REPORTING,2022-03-23,,186128.0,,66.259,,,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0,,
Gabon,GAB,AFRO,REPORTING,2022-03-24,550042.0,298245.0,24.713,13.4,251797.0,11.313,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-23,3.0,,
Gambia,GMB,AFRO,REPORTING,2022-03-20,363353.0,331266.0,15.035,13.708,318161.0,13.165,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0,,
Georgia,GEO,EURO,REPORTING,2022-04-03,2651941.0,1273400.0,66.5,31.921,1156228.0,28.984,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4.0,222313.0,5.573
Germany,DEU,EURO,REPORTING,2022-04-03,172152177.0,63689168.0,207.0,76.58,63189446.0,75.979,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,48883426.0,58.778
Ghana,GHA,AFRO,REPORTING,2022-03-29,13047826.0,8999937.0,41.991,28.964,5070306.0,16.317,"Gamaleya - Gam-Covid-Vac,SII - Covishield",2021-03-02,2.0,158605.0,0.51
Gibraltar,GIB,EURO,OWID,2022-03-31,117937.0,42042.0,350.055,124.787,41310.0,122.614,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2.0,34585.0,102.654
Greece,GRC,EURO,REPORTING,2022-04-03,20649033.0,7884643.0,192.6,73.561,7681026.0,71.661,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,5660677.0,52.812
Greenland,GRL,EURO,OWID,2022-03-07,79745.0,41243.0,140.465,72.647,38502.0,67.819,Moderna - mRNA-1273,,1.0,,
Grenada,GRD,AMRO,REPORTING,2022-04-01,87284.0,43313.0,77.57,38.493,37975.0,33.749,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,4.0,5996.0,5.329
Guadeloupe,GLP,AMRO,REPORTING,2022-04-01,369518.0,147474.0,92.351,36.857,141459.0,35.354,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-08,6.0,80585.0,20.14
Guam,GUM,WPRO,REPORTING,2022-03-17,334957.0,152229.0,198.464,90.196,137851.0,81.677,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-04,3.0,56737.0,33.617
Guatemala,GTM,AMRO,REPORTING,2022-04-01,16257175.0,7846818.0,90.743,43.799,6000048.0,33.491,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-25,5.0,2410309.0,13.454
Guernsey,GGY,EURO,OWID,2022-03-23,150724.0,,233.797,,,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,,
Guinea,GIN,AFRO,REPORTING,2022-03-21,5952680.0,3472605.0,45.327,26.442,2480075.0,18.885,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0,,
Guinea-Bissau,GNB,AFRO,REPORTING,2022-03-26,562620.0,519455.0,28.588,26.395,341495.0,17.352,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0,147.0,0.007
Guyana,GUY,AMRO,REPORTING,2022-04-01,892239.0,472424.0,113.437,60.063,361683.0,45.983,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,6.0,58132.0,7.391
Haiti,HTI,AMRO,REPORTING,2022-04-01,255217.0,167574.0,2.238,1.47,115097.0,1.009,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0,,
Honduras,HND,AMRO,REPORTING,2022-04-01,11916503.0,5256180.0,120.313,53.068,4583075.0,46.272,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,6.0,2077623.0,20.976
Hungary,HUN,EURO,REPORTING,2022-04-03,16324998.0,6339767.0,167.1,64.893,6132534.0,62.772,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,7.0,3812637.0,39.026
Iceland,ISL,EURO,REPORTING,2022-03-13,795850.0,305870.0,218.6,83.999,295983.0,81.284,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,247955.0,68.094
India,IND,SEARO,REPORTING,2022-04-05,1850212645.0,990428218.0,134.073,71.77,836022063.0,60.581,"Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield,Zydus - ZyCov-D",2021-01-16,6.0,23762364.0,1.722
Indonesia,IDN,SEARO,REPORTING,2022-04-05,381357749.0,196913257.0,139.424,71.991,160182529.0,58.563,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,7.0,24261963.0,8.87
Iran (Islamic Republic of),IRN,EMRO,REPORTING,2022-04-03,146457742.0,63913748.0,174.369,76.094,56890064.0,67.732,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Shifa - COVIran Barakat",2021-02-09,6.0,25653930.0,30.543
Iraq,IRQ,EMRO,REPORTING,2022-04-03,17778382.0,10379529.0,44.2,25.805,7241775.0,18.004,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-02,4.0,157078.0,0.391
Ireland,IRL,EURO,REPORTING,2022-04-03,10702393.0,4027841.0,215.6,81.134,3979552.0,80.161,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,2931603.0,59.052
Isle of Man,IMN,EURO,OWID,2022-04-05,189681.0,69532.0,223.07,81.772,67024.0,78.822,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,53125.0,62.476
Israel,ISR,EURO,REPORTING,2022-03-27,14240684.0,6656355.0,164.5,76.903,6013079.0,69.471,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,3.0,1571250.0,18.153
