COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED,PERSONS_BOOSTER_ADD_DOSE,PERSONS_BOOSTER_ADD_DOSE_PER100
Iran (Islamic Republic of),IRN,EMRO,REPORTING,2022-07-27,152446648.0,64775465.0,181.499,77.12,58144526.0,69.225,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Shifa - COVIran Barakat,Sinovac - CoronaVac",2021-02-09,12.0,29526657.0,35.154
Iraq,IRQ,EMRO,REPORTING,2022-08-07,18982116.0,11014427.0,47.193,27.384,7741261.0,19.246,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-02,10.0,226428.0,0.563
Ireland,IRL,EURO,REPORTING,2022-07-10,11330933.0,4042369.0,228.2,83.909,4005074.0,80.675,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-30,5.0,2973731.0,59.901
Isle of Man,IMN,EURO,OWID,2022-06-23,189994.0,69560.0,223.438,81.804,67106.0,78.919,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,53328.0,62.715
Israel,ISR,EURO,REPORTING,2022-06-05,15026951.0,7055466.0,173.6,81.514,6385731.0,73.776,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,3.0,1585754.0,18.321
Italy,ITA,EURO,REPORTING,2022-07-10,137340983.0,50408067.0,230.3,84.523,47486279.0,79.62,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,40925909.0,68.62
Jamaica,JAM,AMRO,REPORTING,2022-08-05,1472561.0,821819.0,49.729,27.753,719862.0,24.31,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-10,5.0,43389.0,1.465
Japan,JPN,WPRO,REPORTING,2022-07-15,288885776.0,103800378.0,228.411,82.071,102437005.0,80.993,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-17,4.0,78871295.0,62.36
Jersey,JEY,EURO,OWID,2022-07-31,237997.0,83844.0,220.785,77.78,81163.0,75.293,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0,72990.0,67.711
Jordan,JOR,EMRO,REPORTING,2022-08-07,10040301.0,4816724.0,98.404,47.208,4554791.0,44.641,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,10.0,672914.0,6.595
Kazakhstan,KAZ,EURO,REPORTING,2022-06-12,26466651.0,10695524.0,141.0,56.962,11225218.0,59.783,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,RIBSP - QazVac,Sinovac - CoronaVac",2021-04-07,5.0,4545909.0,24.21
Kenya,KEN,AFRO,REPORTING,2022-07-03,18535975.0,12641679.0,34.472,23.51,9326814.0,17.345,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-05,5.0,376018.0,0.699
Kiribati,KIR,WPRO,REPORTING,2022-07-19,156812.0,81548.0,131.279,68.27,61975.0,51.884,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-05-26,2.0,13289.0,11.125
Kosovo,XKX,EURO,REPORTING,2022-07-24,1833258.0,903799.0,102.1,50.332,823867.0,45.881,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-03-31,2.0,104525.0,5.821
Kuwait,KWT,EMRO,REPORTING,2022-08-02,8179003.0,3440132.0,191.52,80.554,3330480.0,77.987,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-28,10.0,1408391.0,32.979
Kyrgyzstan,KGZ,EURO,REPORTING,2022-07-24,2908879.0,1447154.0,44.6,22.181,1285793.0,19.708,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,RIBSP - QazVac",2021-03-31,6.0,175932.0,2.697
Lao People's Democratic Republic,LAO,WPRO,REPORTING,2022-06-27,11753962.0,5834238.0,161.554,80.19,5136978.0,70.606,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-11-25,8.0,1670544.0,22.961
Latvia,LVA,EURO,REPORTING,2022-07-10,2832603.0,1301583.0,148.5,68.229,1269874.0,66.567,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-30,5.0,533387.0,27.96
Lebanon,LBN,EMRO,REPORTING,2022-08-07,5728684.0,2712342.0,83.931,39.739,2387834.0,34.984,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-14,10.0,628508.0,9.208
Lesotho,LSO,AFRO,REPORTING,2022-07-17,1077116.0,924248.0,50.28,43.144,872661.0,40.736,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-10,3.0,43417.0,2.027
Liberia,LBR,AFRO,REPORTING,2022-07-03,2921554.0,2645947.0,57.765,52.315,2328125.0,46.031,SII - Covishield,2021-04-01,1.0,1929.0,0.038
Libya,LBY,EMRO,REPORTING,2022-08-02,3680943.0,2295434.0,53.57,33.406,1219637.0,17.75,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-04-11,10.0,165872.0,2.414
Liechtenstein,LIE,OTHER,REPORTING,2022-04-10,71104.0,26681.0,183.5,68.86,26346.0,67.995,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-06,3.0,18310.0,47.255
Lithuania,LTU,EURO,REPORTING,2022-07-10,4476841.0,1951896.0,160.2,70.012,1902324.0,68.084,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2020-12-23,5.0,892285.0,31.935
Luxembourg,LUX,EURO,REPORTING,2022-07-10,1274076.0,469419.0,203.5,74.974,462537.0,73.875,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-30,5.0,364497.0,58.216
Madagascar,MDG,AFRO,REPORTING,2022-08-07,1666135.0,1393303.0,6.017,5.032,1341878.0,4.846,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-05-10,3.0,64402.0,0.233
Malawi,MWI,AFRO,REPORTING,2022-08-07,3810791.0,2469812.0,19.921,12.911,1932524.0,10.102,"Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-11,2.0,37788.0,0.198
Malaysia,MYS,WPRO,REPORTING,2022-07-07,71301952.0,28046673.0,220.299,86.655,27318740.0,84.406,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-24,8.0,16152022.0,49.904
Maldives,MDV,SEARO,REPORTING,2022-08-08,949887.0,399025.0,175.728,73.819,384787.0,71.185,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-01,8.0,166075.0,30.724
Mali,MLI,AFRO,REPORTING,2022-08-07,2797589.0,2060837.0,13.815,10.177,1498260.0,7.399,SII - Covishield,2021-03-31,1.0,,
Malta,MLT,EURO,REPORTING,2022-07-10,1261102.0,450237.0,245.1,87.499,444521.0,86.388,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,350949.0,68.203
Marshall Islands,MHL,WPRO,REPORTING,2022-06-13,72668.0,36583.0,122.762,61.802,29077.0,49.122,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-29,3.0,9519.0,16.081
Martinique,MTQ,AMRO,REPORTING,2022-08-05,391311.0,149803.0,104.276,39.919,144597.0,38.532,Pfizer BioNTech - Comirnaty,,1.0,91508.0,24.385
Mauritania,MRT,AFRO,REPORTING,2022-07-24,3052866.0,1992317.0,65.658,42.849,1410195.0,30.329,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-26,2.0,299820.0,6.448
Mauritius,MUS,AFRO,REPORTING,2022-08-07,2569905.0,1021934.0,202.073,80.355,977728.0,76.879,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-01-26,3.0,631403.0,49.648
Mexico,MEX,AMRO,REPORTING,2022-08-05,209673612.0,94045513.0,162.622,72.942,79947470.0,62.007,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-24,7.0,56771604.0,44.032
Micronesia (Federated States of),FSM,WPRO,REPORTING,2022-07-15,153997.0,63227.0,133.884,54.969,61541.0,53.503,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,4.0,22930.0,19.935
Monaco,MCO,EURO,REPORTING,2022-01-02,58294.0,23460.0,148.5,59.78,23356.0,59.515,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax - Covavax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-06-30,6.0,11478.0,29.248
Mongolia,MNG,WPRO,REPORTING,2022-07-22,5636406.0,2273863.0,171.931,69.361,2177208.0,66.413,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-23,6.0,1049412.0,32.011
Montenegro,MNE,EURO,REPORTING,2022-07-24,525718.0,272090.0,83.7,43.753,253628.0,40.785,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2021-02-24,5.0,0.0,0.0
Montserrat,MSR,AMRO,REPORTING,2022-08-05,4509.0,2076.0,90.198,41.528,1923.0,38.468,AstraZeneca - Vaxzevria,2021-02-08,1.0,510.0,10.202
Morocco,MAR,EMRO,REPORTING,2022-08-07,55086912.0,24978724.0,149.244,67.674,23469735.0,63.585,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-28,10.0,6736166.0,18.25
Mozambique,MOZ,AFRO,REPORTING,2022-08-07,24069038.0,13399150.0,77.008,42.87,13289450.0,42.519,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-08,3.0,463310.0,1.482
Myanmar,MMR,SEARO,REPORTING,2022-06-18,66954796.0,34777314.0,123.057,63.917,27545329.0,50.626,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-01-27,2.0,2227351.0,4.094
Namibia,NAM,AFRO,REPORTING,2022-07-31,903935.0,556375.0,35.575,21.897,482539.0,18.991,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,4.0,82629.0,3.252
Nauru,NRU,WPRO,REPORTING,2022-03-31,22976.0,9464.0,212.073,87.355,8585.0,79.241,"AstraZeneca - Vaxzevria,SII - Covishield",2021-04-09,2.0,4927.0,45.477
Nepal,NPL,SEARO,REPORTING,2022-08-08,53260490.0,25251001.0,182.795,86.664,20640381.0,70.84,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-27,8.0,7369108.0,25.291
Netherlands,NLD,EURO,REPORTING,2022-07-10,36046148.0,12951723.0,207.1,74.403,12110463.0,69.57,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Unknown Vaccine",2021-01-06,6.0,9388009.0,53.931
New Caledonia,NCL,WPRO,REPORTING,2022-06-20,461856.0,188411.0,161.772,65.994,180351.0,63.171,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-20,2.0,93094.0,32.608
New Zealand,NZL,WPRO,REPORTING,2022-07-08,11214234.0,4261857.0,232.553,88.379,4089091.0,84.797,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-19,4.0,2708195.0,56.161
Nicaragua,NIC,AMRO,REPORTING,2022-08-05,11639529.0,6009617.0,175.703,90.717,5629912.0,84.986,"AstraZeneca - Vaxzevria,CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-03,9.0,,
Niger,NER,AFRO,REPORTING,2022-07-31,4532244.0,3750520.0,18.723,15.494,2986249.0,12.336,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-29,2.0,,
Nigeria,NGA,AFRO,REPORTING,2022-07-17,56126494.0,36549506.0,27.227,17.73,24675659.0,11.97,SII - Covishield,2021-03-05,1.0,1389661.0,0.674
Niue,NIU,WPRO,REPORTING,2022-03-13,4161.0,1650.0,257.169,101.978,1417.0,87.577,Pfizer BioNTech - Comirnaty,2021-06-08,1.0,1094.0,67.614
North Macedonia,MKD,EURO,REPORTING,2022-07-24,1856093.0,854061.0,89.1,41.135,837577.0,40.341,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2021-02-17,6.0,159804.0,7.697
Northern Mariana Islands (Commonwealth of the),MNP,WPRO,REPORTING,2022-05-27,110882.0,44814.0,192.647,77.86,43944.0,76.349,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-19,3.0,23286.0,40.457
Norway,NOR,EURO,REPORTING,2022-07-03,11353153.0,4340590.0,211.5,80.867,4052978.0,75.508,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0,2966644.0,55.27
occupied Palestinian territory,PSE,EMRO,REPORTING,2022-07-19,3737310.0,2009619.0,73.26,39.393,1773409.0,34.763,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-02,10.0,332418.0,6.516
Oman,OMN,EMRO,REPORTING,2022-08-02,7088013.0,3270883.0,138.8,64.052,3044224.0,59.613,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-12-29,11.0,772906.0,15.135
Pakistan,PAK,EMRO,REPORTING,2022-08-07,304343131.0,153444752.0,137.779,69.466,131026358.0,59.317,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-03,11.0,37581886.0,17.014
Palau,PLW,WPRO,REPORTING,2022-06-24,47642.0,20247.0,263.332,111.911,18043.0,99.729,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-03,3.0,11704.0,64.692
Panama,PAN,AMRO,REPORTING,2022-08-05,8502818.0,3491894.0,197.063,80.929,3131836.0,72.584,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-20,2.0,1681220.0,38.964
Papua New Guinea,PNG,WPRO,REPORTING,2022-07-29,470260.0,342244.0,5.256,3.825,282810.0,3.161,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-30,4.0,22682.0,0.254
Paraguay,PRY,AMRO,REPORTING,2022-08-05,9257248.0,3948425.0,129.789,55.358,3491828.0,48.956,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-22,8.0,1564352.0,21.933
Peru,PER,AMRO,REPORTING,2022-08-05,80791202.0,29697720.0,245.031,90.07,27931102.0,84.712,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-09,4.0,19775841.0,59.978
Philippines,PHL,WPRO,REPORTING,2022-07-28,158195420.0,76848338.0,144.364,70.129,72226419.0,65.911,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Julphar - Hayat-Vax,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-01,11.0,16140825.0,14.73
Pitcairn Islands,PCN,WPRO,REPORTING,2022-02-28,106.0,46.0,212.0,92.0,37.0,74.0,AstraZeneca - Vaxzevria,2021-05-17,1.0,23.0,46.0
Poland,POL,EURO,REPORTING,2022-07-10,54662485.0,22834602.0,144.0,60.157,22539239.0,59.379,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,12112778.0,31.911
Portugal,PRT,EURO,REPORTING,2022-07-10,24729042.0,9735391.0,240.2,94.655,8893110.0,86.375,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,8.0,6802387.0,66.069
Puerto Rico,PRI,AMRO,REPORTING,2022-08-05,7429829.0,3070919.0,259.707,107.343,2678680.0,93.632,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",,3.0,1611405.0,56.326
Qatar,QAT,EMRO,REPORTING,2022-08-07,7339048.0,2751485.0,254.735,95.503,2751485.0,95.503,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",,10.0,1836078.0,63.729
Republic of Korea,KOR,WPRO,REPORTING,2022-07-21,128050297.0,45078810.0,249.761,87.926,44643393.0,87.076,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax-NUVAXOVID,Pfizer BioNTech - Comirnaty",2021-02-26,5.0,33422874.0,65.191
Republic of Moldova,MDA,EURO,REPORTING,2022-07-24,2209103.0,1097086.0,54.8,27.196,1067547.0,26.464,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-03,7.0,345891.0,8.574
Romania,ROU,EURO,REPORTING,2022-07-10,16047828.0,8176457.0,83.0,42.302,8126237.0,42.042,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-27,4.0,1749321.0,9.05
Russian Federation,RUS,EURO,OWID,2022-08-02,169735679.0,82034136.0,116.3,56.213,74969766.0,51.372,"SRCVB - EpiVacCorona, Gamaleya - Sputnik V",,2.0,,
Rwanda,RWA,AFRO,REPORTING,2022-08-07,26054302.0,10940142.0,201.157,84.465,10488764.0,80.98,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,7.0,5273632.0,40.716
Saba,XCA,AMRO,REPORTING,2022-08-05,4419.0,1680.0,228.608,86.912,1639.0,84.79,,,,1100.0,56.906
Saint Helena,SHN,AFRO,OWID,2021-05-05,7892.0,4361.0,129.995,71.833,3531.0,58.162,AstraZeneca - AZD1222,,1.0,,
Saint Kitts and Nevis,KNA,AMRO,REPORTING,2022-08-05,64225.0,33794.0,120.742,63.532,26944.0,50.654,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,3.0,3465.0,6.514
Saint Lucia,LCA,AMRO,REPORTING,2022-08-05,122184.0,59835.0,66.539,32.585,54609.0,29.739,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,5.0,7740.0,4.215
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,2022-08-05,72257.0,37038.0,65.132,33.386,31167.0,28.094,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-01,5.0,4052.0,3.652
Samoa,WSM,WPRO,REPORTING,2022-05-29,439060.0,190053.0,221.285,95.786,174125.0,87.758,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-04-18,2.0,74882.0,37.74
San Marino,SMR,EURO,REPORTING,2022-05-22,69338.0,26357.0,204.3,76.501,23633.0,68.595,"Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-02-24,2.0,19348.0,56.158
Sao Tome and Principe,STP,AFRO,REPORTING,2022-07-31,223558.0,126163.0,102.007,57.567,100631.0,45.917,"AstraZeneca - Vaxzevria,SII - Covishield",2021-03-15,2.0,27888.0,12.725
Saudi Arabia,SAU,EMRO,REPORTING,2022-06-20,66700629.0,26713922.0,191.592,76.734,25082132.0,72.046,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-06,10.0,14904575.0,42.812
Senegal,SEN,AFRO,REPORTING,2022-08-07,2115275.0,1458935.0,12.633,8.713,1071360.0,6.398,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-02-23,3.0,13051.0,0.078
Serbia,SRB,EURO,REPORTING,2022-06-12,6708547.0,3391961.0,96.9,48.969,3316586.0,47.881,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,5.0,0.0,0.0
Seychelles,SYC,AFRO,REPORTING,2022-08-07,211021.0,85268.0,214.568,86.701,81049.0,82.411,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Julphar - Hayat-Vax,SII - Covishield",2021-01-10,4.0,44704.0,45.455
Sierra Leone,SLE,AFRO,REPORTING,2022-08-07,3493386.0,2882812.0,43.793,36.139,2170329.0,27.207,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-15,2.0,20517.0,0.257
Singapore,SGP,WPRO,REPORTING,2022-07-25,14272705.0,5021910.0,243.964,85.84,4999903.0,85.463,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0,4250892.0,72.661
Sint Eustatius,XBA,AMRO,REPORTING,2022-08-05,4257.0,1791.0,135.616,57.056,1686.0,53.711,,,,780.0,24.849
Sint Maarten,SXM,AMRO,REPORTING,2022-08-05,64027.0,28502.0,149.31,66.466,26515.0,61.832,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,3.0,9010.0,21.011
