COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED
Aruba,ABW,AMRO,REPORTING,2022-02-04,166538,86671.0,155.984,81.178,79867.0,74.806,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2.0
Australia,AUS,WPRO,REPORTING,2022-01-30,49664135,21647934.0,194.762,84.894,20194741.0,79.195,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-21,5.0
Austria,AUT,EURO,REPORTING,2022-01-30,17484976,6752916.0,196.4,75.866,6422695.0,72.58,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Azerbaijan,AZE,EURO,REPORTING,2022-01-30,11754709,5257404.0,115.9,51.852,4632024.0,45.895,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0
Bahamas,BHS,AMRO,REPORTING,2022-02-04,318916,160505.0,81.099,40.816,151520.0,38.531,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0
Bahrain,BHR,EMRO,REPORTING,2022-02-06,3369863,1226496.0,198.044,72.08,1196371.0,70.31,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-11-04,8.0
Bangladesh,BGD,SEARO,REPORTING,2022-02-01,162443787,98069460.0,98.636,59.548,62704055.0,38.074,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0
Barbados,BRB,AMRO,REPORTING,2022-02-04,305374,158463.0,106.263,55.142,146911.0,51.122,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-10,4.0
Belarus,BLR,EURO,REPORTING,2022-01-30,10028295,5391526.0,106.1,57.057,4092746.0,44.805,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac",2021-02-03,2.0
Belgium,BEL,EURO,REPORTING,2022-01-30,24063950,9134693.0,208.8,79.277,8840404.0,76.913,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Belize,BLZ,AMRO,REPORTING,2022-02-04,449973,233048.0,113.164,58.61,204450.0,51.417,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Benin,BEN,AFRO,REPORTING,2022-02-04,2391396,2269942.0,19.726,18.724,1767745.0,14.582,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-29,5.0
Bermuda,BMU,AMRO,REPORTING,2022-02-04,121792,46759.0,195.578,75.087,45926.0,73.749,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0
Bhutan,BTN,SEARO,REPORTING,2022-01-30,1435774,593980.0,186.076,76.98,570751.0,73.969,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2022-02-04,11965627,6753158.0,102.507,57.853,5308361.0,45.475,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,6.0
Bonaire,XAA,AMRO,REPORTING,2022-02-04,33014,17366.0,157.848,83.031,15648.0,74.817,,,
"Bonaire, Sint Eustatius and Saba",BES,AMRO,REPORTING,2021-04-09,7391,5726.0,28.441,22.034,2965.0,11.41,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-22,2.0
Bosnia and Herzegovina,BIH,EURO,REPORTING,2022-01-29,1924950,943394.0,58.7,28.755,720631.0,25.789,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty, Sinovac - CoronaVac, Gamaleya - Sputnik V",,4.0
Botswana,BWA,AFRO,REPORTING,2021-12-31,1169197,1169197.0,49.719,49.719,1033971.0,43.968,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0
Brazil,BRA,AMRO,REPORTING,2022-02-04,353813623,164000587.0,166.454,77.155,151280529.0,71.171,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-17,5.0
British Virgin Islands,VGB,AMRO,REPORTING,2022-02-04,36384,18786.0,120.329,62.129,17236.0,57.003,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0
Brunei Darussalam,BRN,WPRO,REPORTING,2022-01-28,979285,407042.0,223.847,93.043,403385.0,92.207,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0
Bulgaria,BGR,EURO,REPORTING,2022-01-30,4179373,2054987.0,60.1,29.562,1992036.0,28.943,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Burkina Faso,BFA,AFRO,REPORTING,2022-01-13,1259250,1169097.0,6.024,5.593,771895.0,3.693,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0
Burundi,BDI,AFRO,REPORTING,2022-02-02,9648,7995.0,0.081,0.067,7531.0,0.063,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0
Cabo Verde,CPV,AFRO,REPORTING,2022-02-04,671523,343776.0,120.78,61.832,285948.0,51.431,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0
Cambodia,KHM,WPRO,REPORTING,2022-01-30,33121317,14352541.0,198.106,85.846,13759069.0,82.296,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-10,7.0
Cameroon,CMR,AFRO,REPORTING,2022-01-14,1024333,837860.0,3.859,3.156,663317.0,2.499,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-04-12,4.0
Canada,CAN,AMRO,REPORTING,2022-02-04,78114935,32210802.0,206.97,85.344,30079407.0,79.697,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0
Cayman Islands,CYM,AMRO,REPORTING,2022-02-04,138037,59441.0,210.038,90.446,57627.0,87.686,Pfizer BioNTech - Comirnaty,2021-01-15,1.0
Central African Republic,CAF,AFRO,REPORTING,2022-02-06,698869,619646.0,14.47,12.83,594847.0,12.316,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0
Chad,TCD,AFRO,REPORTING,2022-01-30,392157,254847.0,2.387,1.551,136143.0,0.829,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0
Chile,CHL,AMRO,REPORTING,2022-02-04,46887204,17643293.0,245.275,92.295,16991251.0,88.884,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-21,4.0
China,CHN,WPRO,REPORTING,2022-01-29,3009901519,1275813554.0,204.576,86.714,1235247554.0,83.957,"Anhui ZL - Recombinant,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,IMB - Covidful,Pfizer BioNTech - Comirnaty,Shenzhen - LV-SMENP-DC,Sinovac - CoronaVac,Wuhan CNBG - Inactivated",2020-07-22,8.0
Colombia,COL,AMRO,REPORTING,2022-02-04,72384874,40452291.0,142.258,79.501,31862353.0,62.619,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0
Comoros,COM,AFRO,REPORTING,2022-02-04,637961,341102.0,73.362,39.225,296859.0,34.137,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0
Congo,COG,AFRO,REPORTING,2021-12-28,758891,622886.0,13.753,11.288,583609.0,10.576,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0
Cook Islands,COK,WPRO,REPORTING,2022-01-10,25601,12971.0,145.758,73.85,12630.0,71.908,Pfizer BioNTech - Comirnaty,2021-05-17,1.0
Costa Rica,CRI,AMRO,REPORTING,2022-02-04,8315360,4059598.0,163.235,79.692,3676687.0,72.175,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2020-12-24,2.0
Côte d’Ivoire,CIV,AFRO,REPORTING,2022-01-27,7591109,5208637.0,28.778,19.746,2382472.0,9.032,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Croatia,HRV,EURO,REPORTING,2022-01-30,5096315,2292797.0,125.6,56.534,2194961.0,54.278,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Cuba,CUB,AMRO,REPORTING,2022-02-04,34394320,10576040.0,303.659,93.373,9836613.0,86.845,"CIGB - CIGB-66,Finlay - Soberana Plus,Finlay - Soberana-02",,3.0
Curaçao,CUW,AMRO,REPORTING,2022-02-04,241203,106112.0,146.992,64.666,97694.0,59.536,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-02-24,3.0
Cyprus,CYP,EURO,REPORTING,2022-01-30,1670602,653327.0,188.1,73.572,640685.0,72.67,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Czechia,CZE,EURO,REPORTING,2022-01-30,17002627,6920390.0,159.0,64.713,6751506.0,63.373,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Democratic Republic of the Congo,COD,AFRO,REPORTING,2022-01-29,468253,372564.0,0.523,0.416,211035.0,0.236,SII - Covishield,2021-04-19,1.0
Denmark,DNK,EURO,REPORTING,2022-01-30,13082137,4842179.0,224.7,83.159,4713163.0,81.213,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,4.0
Djibouti,DJI,EMRO,REPORTING,2022-02-06,151713,131370.0,15.356,13.297,91410.0,9.252,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,6.0
Dominica,DMA,AMRO,REPORTING,2022-02-04,61002,31847.0,84.736,44.237,29155.0,40.498,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-12,4.0
Dominican Republic,DOM,AMRO,REPORTING,2022-02-04,14858619,7008111.0,136.972,64.603,5811643.0,53.574,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3.0
Ecuador,ECU,AMRO,REPORTING,2022-02-04,30165621,14667297.0,170.977,83.134,13330571.0,75.557,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-20,4.0
Egypt,EGY,EMRO,REPORTING,2022-02-06,67211589,39155636.0,65.678,38.262,28440704.0,27.792,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-24,6.0
El Salvador,SLV,AMRO,REPORTING,2022-02-04,9952235,4519678.0,153.437,69.681,4195881.0,64.689,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0
Equatorial Guinea,GNQ,AFRO,REPORTING,2022-02-02,455655,251474.0,32.478,17.924,204181.0,14.553,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0
Estonia,EST,EURO,REPORTING,2022-01-30,1952381,849583.0,146.9,63.928,808000.0,60.903,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Eswatini,SWZ,AFRO,REPORTING,2022-02-01,475718,374633.0,41.004,32.291,334851.0,28.862,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-19,3.0
Ethiopia,ETH,AFRO,REPORTING,2022-02-06,10975194,6937799.0,9.547,6.035,4033199.0,3.508,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0
Falkland Islands (Malvinas),FLK,AMRO,OWID,2021-04-14,4407,2632.0,126.529,75.567,1775.0,50.962,AstraZeneca - AZD1222,,1.0
Faroe Islands,FRO,EURO,OWID,2022-02-03,103479,41698.0,211.765,85.333,40862.0,83.622,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0
Fiji,FJI,WPRO,REPORTING,2022-01-28,1279166,664978.0,142.693,74.179,614188.0,68.514,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0
Finland,FIN,EURO,REPORTING,2022-01-30,11009180,4389287.0,199.3,79.44,4117545.0,74.832,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
France,FRA,EURO,REPORTING,2022-01-30,139804600,53815119.0,207.7,79.939,51256942.0,76.674,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
French Guiana,GUF,AMRO,REPORTING,2022-02-04,211935,94995.0,70.957,31.805,84608.0,28.327,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0
French Polynesia,PYF,WPRO,REPORTING,2022-01-24,343287,178852.0,122.206,63.669,164435.0,58.537,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0
Gabon,GAB,AFRO,REPORTING,2022-01-22,519058,284889.0,23.321,12.8,234169.0,10.521,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-23,3.0
Gambia,GMB,AFRO,REPORTING,2022-01-21,349875,317855.0,14.478,13.153,304688.0,12.608,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0
Georgia,GEO,EURO,REPORTING,2022-01-30,2507382,1246539.0,62.9,31.248,1104526.0,28.046,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4.0
Germany,DEU,EURO,REPORTING,2022-01-30,164876361,63008572.0,198.2,75.762,61043207.0,73.971,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Ghana,GHA,AFRO,REPORTING,2022-01-24,9745332,6364389.0,31.363,20.482,3380943.0,10.881,"Gamaleya - Gam-Covid-Vac,SII - Covishield",2021-03-02,2.0
Gibraltar,GIB,EURO,OWID,2022-02-02,111323,41379.0,330.424,122.819,40742.0,120.928,Pfizer BioNTech - Comirnaty,,1.0
Greece,GRC,EURO,REPORTING,2022-01-30,19303999,7739593.0,180.1,72.207,7290660.0,68.609,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Greenland,GRL,EURO,OWID,2022-02-04,79577,41201.0,140.169,72.573,38376.0,67.597,Moderna - mRNA-1273,,1.0
Grenada,GRD,AMRO,REPORTING,2022-02-04,84708,42603.0,75.281,37.862,37002.0,32.884,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,4.0
Guadeloupe,GLP,AMRO,REPORTING,2022-02-04,360388,154206.0,90.069,38.54,145527.0,36.37,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-08,6.0
Guam,GUM,WPRO,REPORTING,2022-01-28,306489,144853.0,181.596,85.826,130880.0,77.547,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-04,3.0
Guatemala,GTM,AMRO,REPORTING,2022-02-04,13582801,6958594.0,75.816,38.841,5324780.0,29.722,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-25,5.0
Guernsey,GGY,EURO,OWID,2022-02-02,146261,,226.874,,,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Guinea,GIN,AFRO,REPORTING,2022-01-12,3421103,2128201.0,26.05,16.205,1292902.0,9.845,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0
Guinea-Bissau,GNB,AFRO,REPORTING,2022-02-06,471855,437334.0,23.976,22.222,291781.0,14.826,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0
Guyana,GUY,AMRO,REPORTING,2022-02-04,838295,458082.0,106.578,58.239,339122.0,43.115,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,6.0
Haiti,HTI,AMRO,REPORTING,2022-02-04,224590,144074.0,1.97,1.264,94150.0,0.826,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0
Honduras,HND,AMRO,REPORTING,2022-02-04,10572367,5147157.0,106.742,51.967,4371775.0,44.139,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-26,6.0
Hungary,HUN,EURO,REPORTING,2022-01-30,15744713,6301338.0,161.2,64.5,6028333.0,61.914,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,7.0
Iceland,ISL,EURO,REPORTING,2022-01-30,767591,304339.0,210.8,83.579,283056.0,77.92,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
India,IND,SEARO,REPORTING,2022-02-01,1672194503,943381379.0,121.173,68.361,715856810.0,51.874,"Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield,Zydus - ZyCov-D",2021-01-16,6.0
Indonesia,IDN,SEARO,REPORTING,2022-02-01,318350789,185158823.0,116.389,67.694,128676988.0,47.044,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,7.0
Iran (Islamic Republic of),IRN,EMRO,REPORTING,2022-02-06,134610319,61082705.0,160.264,72.724,54474620.0,64.856,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Shifa - COVIran Barakat",2021-02-09,6.0
Iraq,IRQ,EMRO,REPORTING,2022-02-05,15719075,9394831.0,39.08,23.357,6240299.0,15.514,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-02,4.0
Ireland,IRL,EURO,REPORTING,2022-01-30,10286477,4020078.0,207.2,80.977,3862475.0,78.218,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Isle of Man,IMN,EURO,OWID,2022-02-05,185831,69249.0,218.542,81.439,66275.0,77.941,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Israel,ISR,EURO,REPORTING,2022-01-23,13194340,6739303.0,152.4,77.861,6118842.0,70.693,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-16,3.0
Italy,ITA,EURO,REPORTING,2022-01-30,126249317,49783927.0,211.7,83.476,45249306.0,76.51,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Jamaica,JAM,AMRO,REPORTING,2022-02-04,1313305,748333.0,44.351,25.272,625287.0,21.116,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-10,5.0
Japan,JPN,WPRO,REPORTING,2022-01-27,204528007,101396570.0,161.712,80.17,99708897.0,78.836,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-17,4.0
Jersey,JEY,EURO,OWID,2022-01-30,219845,82242.0,203.945,76.294,78223.0,72.566,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Jordan,JOR,EMRO,REPORTING,2022-02-06,9326347,4615120.0,91.407,45.232,4273338.0,41.883,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,6.0
Kazakhstan,KAZ,EURO,REPORTING,2022-01-30,18835429,9776361.0,100.3,52.066,8959896.0,48.246,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,RIBSP - QazVac,Sinovac - CoronaVac",2021-04-07,5.0
Kenya,KEN,AFRO,REPORTING,2022-02-05,13599070,6910914.0,25.291,12.852,6241813.0,11.608,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-05,5.0
Kiribati,KIR,WPRO,REPORTING,2022-01-30,120594,74579.0,100.959,62.436,46015.0,38.523,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-05-26,2.0
Kosovo,XKX,EURO,REPORTING,2021-12-26,1668010,879797.0,92.9,48.996,780327.0,43.456,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2.0
