COUNTRY,ISO3,WHO_REGION,DATA_SOURCE,DATE_UPDATED,TOTAL_VACCINATIONS,PERSONS_VACCINATED_1PLUS_DOSE,TOTAL_VACCINATIONS_PER100,PERSONS_VACCINATED_1PLUS_DOSE_PER100,PERSONS_FULLY_VACCINATED,PERSONS_FULLY_VACCINATED_PER100,VACCINES_USED,FIRST_VACCINE_DATE,NUMBER_VACCINES_TYPES_USED
Fiji,FJI,WPRO,REPORTING,2021-10-29,1186242,628246.0,132.327,70.082,557996.0,62.245,"AstraZeneca - Vaxzevria,Moderna - Spikevax,SII - Covishield",2021-03-07,3.0
Canada,CAN,AMRO,REPORTING,2021-11-05,58627203,29706748.0,155.336,78.71,28284381.0,74.941,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-14,5.0
Belize,BLZ,AMRO,REPORTING,2021-11-05,391846,225088.0,98.546,56.608,183897.0,46.249,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Sint Eustatius,XBA,AMRO,REPORTING,2021-11-05,2931,1492.0,93.374,47.531,1439.0,45.843,,,
Bonaire,XAA,AMRO,REPORTING,2021-11-05,31420,16717.0,150.227,79.928,14703.0,70.299,,,
Democratic Republic of the Congo,COD,AFRO,REPORTING,2021-11-09,153616,113921.0,0.172,0.127,39780.0,0.044,SII - Covishield,2021-04-19,1.0
Montserrat,MSR,AMRO,REPORTING,2021-11-05,2911,1502.0,58.232,30.046,1409.0,28.186,AstraZeneca - Vaxzevria,2021-02-08,1.0
Mali,MLI,AFRO,REPORTING,2021-11-11,469064,338372.0,2.316,1.671,276247.0,1.364,SII - Covishield,2021-03-31,1.0
Malawi,MWI,AFRO,REPORTING,2021-11-10,1311847,977678.0,6.858,5.111,568909.0,2.974,"Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-11,2.0
Bhutan,BTN,SEARO,REPORTING,2021-10-31,1148146,588307.0,148.799,76.244,559839.0,72.555,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-27,5.0
Madagascar,MDG,AFRO,REPORTING,2021-11-03,547311,399026.0,1.976,1.441,346823.0,1.252,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-05-10,3.0
Jamaica,JAM,AMRO,REPORTING,2021-11-05,972401,602788.0,32.838,20.356,423131.0,14.289,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-10,4.0
Mauritius,MUS,AFRO,REPORTING,2021-10-31,1776981,905034.0,139.725,71.163,855748.0,67.288,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-01-26,3.0
Kuwait,KWT,EMRO,REPORTING,2021-08-14,2668082,528841.0,62.476,12.383,923307.0,21.62,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-28,5.0
Ecuador,ECU,AMRO,REPORTING,2021-11-05,22601841,12631434.0,128.106,71.594,10317158.0,58.477,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-21,4.0
Venezuela (Bolivarian Republic of),VEN,AMRO,REPORTING,2021-11-05,23156914,13858057.0,81.435,48.734,9271857.0,32.606,"Beijing CNBG - BBIBP-CorV,CIGB - CIGB-66,Gamaleya - Gam-Covid-Vac,Sinovac - CoronaVac",2021-02-22,4.0
Nauru,NRU,WPRO,REPORTING,2021-08-20,14790,7612.0,136.515,70.26,7178.0,66.254,"AstraZeneca - Vaxzevria,SII - Covishield",2021-04-09,2.0
South Sudan,SSD,AFRO,REPORTING,2021-11-09,151245,84839.0,1.351,0.758,66406.0,0.593,"Janssen - Ad26.COV 2-S,SII - Covishield",2021-04-06,2.0
Honduras,HND,AMRO,REPORTING,2021-11-05,7300131,3847285.0,73.704,38.843,3453221.0,34.865,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-26,6.0
Bermuda,BMU,AMRO,REPORTING,2021-11-05,101341,48464.0,162.737,77.825,47365.0,76.06,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty",2021-01-11,2.0
Equatorial Guinea,GNQ,AFRO,REPORTING,2021-11-08,436479,243885.0,31.111,17.383,192594.0,13.727,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0
Republic of Korea,KOR,WPRO,REPORTING,2021-11-01,78311712,41135997.0,152.746,80.235,38660478.0,75.407,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-26,5.0
Burkina Faso,BFA,AFRO,REPORTING,2021-11-07,414981,332545.0,1.985,1.591,300842.0,1.439,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-06-02,3.0
Bangladesh,BGD,SEARO,REPORTING,2021-11-09,81077977,49114462.0,49.231,29.822,31963515.0,19.408,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-01-27,8.0
Lebanon,LBN,EMRO,REPORTING,2021-11-05,3543675,1871580.0,51.919,27.421,1657733.0,24.288,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-02-14,4.0
Cook Islands,COK,WPRO,REPORTING,2021-10-11,23489,12297.0,133.734,70.013,11192.0,63.721,Pfizer BioNTech - Comirnaty,2021-05-17,1.0
Colombia,COL,AMRO,REPORTING,2021-11-05,48061615,30301247.0,94.455,59.551,21682604.0,42.613,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-17,5.0
New Zealand,NZL,WPRO,REPORTING,2021-10-29,6805926,3693729.0,141.136,76.598,3112035.0,64.535,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-19,4.0
Mauritania,MRT,AFRO,REPORTING,2021-11-11,1694010,1030659.0,36.433,22.166,663351.0,14.267,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-26,2.0
Somalia,SOM,EMRO,REPORTING,2021-11-05,691649,371167.0,4.352,2.335,320482.0,2.016,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",2021-03-16,4.0
Nicaragua,NIC,AMRO,REPORTING,2021-11-05,1674896,1249238.0,25.283,18.858,494411.0,7.463,"AstraZeneca - Vaxzevria,CIGB - CIGB-66,Finlay - Soberana-02,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-02,8.0
Botswana,BWA,AFRO,REPORTING,2021-11-01,804424,804424.0,34.207,34.207,462562.0,19.67,"Bharat - Covaxin,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-26,6.0
Cabo Verde,CPV,AFRO,REPORTING,2021-11-10,526891,295571.0,94.767,53.161,231320.0,41.605,"Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-18,4.0
Burundi,BDI,AFRO,REPORTING,2021-11-10,1085,938.0,0.009,0.008,147.0,0.001,Beijing CNBG - BBIBP-CorV,2021-10-18,1.0
India,IND,SEARO,REPORTING,2021-11-09,1095926470,743613559.0,79.415,53.885,352312911.0,25.53,"Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,SII - Covishield",2021-01-16,5.0
Mexico,MEX,AMRO,REPORTING,2021-11-05,126522110,74642433.0,98.13,57.893,60714988.0,47.09,"AstraZeneca - Vaxzevria,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-24,7.0
Ethiopia,ETH,AFRO,REPORTING,2021-11-10,5056987,2412084.0,4.399,2.098,2644903.0,2.301,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-13,4.0
Jordan,JOR,EMRO,REPORTING,2021-11-06,7558374,3995505.0,74.079,39.16,3562869.0,34.919,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,6.0
Martinique,MTQ,AMRO,REPORTING,2021-11-05,256669,131556.0,68.397,35.057,120509.0,32.113,Pfizer BioNTech - Comirnaty,,1.0
Guinea-Bissau,GNB,AFRO,REPORTING,2021-11-11,307424,289658.0,15.621,14.718,17766.0,0.903,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0
Saint Lucia,LCA,AMRO,REPORTING,2021-11-05,94200,51725.0,51.3,28.169,42475.0,23.131,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,3.0
Guyana,GUY,AMRO,REPORTING,2021-11-05,634491,384934.0,80.667,48.939,249557.0,31.728,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-11,6.0
El Salvador,SLV,AMRO,REPORTING,2021-11-05,8667551,4334450.0,133.631,66.826,3880668.0,59.83,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,6.0
Haiti,HTI,AMRO,REPORTING,2021-11-05,138330,97950.0,1.213,0.859,40721.0,0.357,"Janssen - Ad26.COV 2-S,Moderna - Spikevax",,2.0
Uruguay,URY,AMRO,REPORTING,2021-11-05,6641942,2764780.0,191.205,79.591,2624357.0,75.549,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-27,3.0
Puerto Rico,PRI,AMRO,REPORTING,2021-11-05,5262123,2844969.0,183.935,99.445,2356379.0,82.366,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",,3.0
Japan,JPN,WPRO,REPORTING,2021-10-28,187865740,97711358.0,148.538,77.257,90154382.0,71.282,"AstraZeneca - Vaxzevria,Moderna - Spikevax,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-17,4.0
Timor-Leste,TLS,SEARO,REPORTING,2021-11-09,969619,587392.0,73.543,44.552,382227.0,28.991,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-04-07,4.0
Cayman Islands,CYM,AMRO,REPORTING,2021-11-05,116507,56887.0,177.278,86.56,54690.0,83.217,Pfizer BioNTech - Comirnaty,2021-01-15,1.0
French Polynesia,PYF,WPRO,REPORTING,2021-10-25,303806,156621.0,108.151,55.755,147185.0,52.396,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-18,2.0
Syrian Arab Republic,SYR,EMRO,REPORTING,2021-10-31,1125146,807249.0,6.429,4.613,503394.0,2.876,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,SII - Covishield,Sinovac - CoronaVac",2021-04-01,6.0
French Guiana,GUF,AMRO,REPORTING,2021-11-05,159657,84882.0,53.454,28.419,73437.0,24.587,"Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-13,2.0
Bahamas,BHS,AMRO,REPORTING,2021-11-05,263795,143726.0,67.082,36.549,128242.0,32.611,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-14,4.0
Saudi Arabia,SAU,EMRO,REPORTING,2021-11-07,46288357,24288343.0,132.96,69.766,21721987.0,62.395,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-06,4.0
Maldives,MDV,SEARO,REPORTING,2021-11-08,754629,394871.0,139.605,73.051,359758.0,66.555,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-01,8.0
Qatar,QAT,EMRO,REPORTING,2021-11-07,4856503,2134729.0,168.567,74.095,1816789.0,63.06,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Côte d’Ivoire,CIV,AFRO,REPORTING,2021-11-09,3541785,2487429.0,13.427,9.43,1054356.0,3.997,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-01,5.0
Liberia,LBR,AFRO,REPORTING,2021-11-02,438563,393975.0,8.671,7.79,371645.0,7.348,SII - Covishield,2021-04-01,1.0
Algeria,DZA,AFRO,REPORTING,2021-11-08,11316115,6418827.0,25.806,14.638,4897288.0,11.168,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,SII - Covishield,Sinovac - CoronaVac",2021-01-30,4.0
Brunei Darussalam,BRN,WPRO,REPORTING,2021-10-29,614897,351091.0,140.555,80.253,252375.0,57.688,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-04-03,5.0
Mozambique,MOZ,AFRO,REPORTING,2021-11-04,6491287,4090781.0,20.769,13.088,2400506.0,7.68,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,SII - Covishield",2021-03-08,3.0
British Virgin Islands,VGB,AMRO,REPORTING,2021-11-05,34377,18041.0,113.692,59.665,16336.0,54.027,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2-S",2021-02-11,2.0
Pakistan,PAK,EMRO,REPORTING,2021-11-07,109871280,28445897.0,49.74,12.878,44429402.0,20.114,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-03,8.0
Anguilla,AIA,AMRO,REPORTING,2021-11-05,18706,9548.0,124.69,63.645,9158.0,61.045,AstraZeneca - Vaxzevria,2021-02-05,1.0
occupied Palestinian territory,PSE,EMRO,REPORTING,2021-10-27,2792419,1499846.0,54.738,29.401,1292573.0,25.338,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Gamaleya - Sputnik-Light,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-02,8.0
Antigua and Barbuda,ATG,AMRO,REPORTING,2021-11-05,107727,56916.0,110.005,58.12,50811.0,51.886,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-19,6.0
Chad,TCD,AFRO,REPORTING,2021-11-07,234030,170210.0,1.425,1.036,63820.0,0.389,Beijing CNBG - BBIBP-CorV,2021-06-04,1.0
Vanuatu,VUT,WPRO,REPORTING,2021-10-31,114898,80551.0,37.408,26.226,34361.0,11.187,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-06-02,2.0
Afghanistan,AFG,EMRO,REPORTING,2021-11-04,5852810,3097293.0,15.035,7.956,2755517.0,7.078,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-22,4.0
Gambia,GMB,AFRO,REPORTING,2021-11-06,267263,236070.0,11.059,9.768,222118.0,9.191,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0
Kenya,KEN,AFRO,REPORTING,2021-11-10,5813553,3842614.0,10.812,7.146,1970939.0,3.665,"Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-03-05,5.0
Pitcairn Islands,PCN,WPRO,REPORTING,2021-09-16,74,37.0,148.0,74.0,37.0,74.0,AstraZeneca - Vaxzevria,2021-05-17,1.0
Comoros,COM,AFRO,REPORTING,2021-11-03,452612,273498.0,52.048,31.451,179114.0,20.597,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-04-10,3.0
Indonesia,IDN,SEARO,REPORTING,2021-11-09,207306431,126894009.0,75.791,46.392,80412422.0,29.399,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-13,6.0
Djibouti,DJI,EMRO,REPORTING,2021-10-21,55882,18230.0,5.656,1.845,37652.0,3.811,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-15,6.0
Mongolia,MNG,WPRO,REPORTING,2021-10-29,4805372,2255321.0,146.582,68.796,2139447.0,65.261,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-23,6.0
Grenada,GRD,AMRO,REPORTING,2021-11-05,70861,38704.0,62.975,34.397,32157.0,28.578,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-15,3.0
Aruba,ABW,AMRO,REPORTING,2021-11-05,159822,82829.0,149.694,77.58,76993.0,72.114,"Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-02-17,2.0
Guinea,GIN,AFRO,REPORTING,2021-11-09,2457520,1588076.0,18.713,12.092,869444.0,6.62,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0
Morocco,MAR,EMRO,REPORTING,2021-11-06,48083925,24311560.0,130.271,65.866,22253789.0,60.291,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty",2021-01-28,5.0
Barbados,BRB,AMRO,REPORTING,2021-11-05,277750,149534.0,96.651,52.034,128216.0,44.616,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-10,4.0
Bolivia (Plurinational State of),BOL,AMRO,REPORTING,2021-11-05,7901853,4595949.0,67.693,39.372,3894992.0,33.367,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-01-30,5.0
Trinidad and Tobago,TTO,AMRO,REPORTING,2021-11-05,1236684,661981.0,88.367,47.302,610852.0,43.648,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Janssen - Ad26.COV 2-S,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-17,5.0
Libya,LBY,EMRO,REPORTING,2021-11-06,2070595,1581087.0,30.134,23.01,489508.0,7.124,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-04-11,7.0
Singapore,SGP,WPRO,REPORTING,2021-10-29,9965396,4953215.0,170.339,84.665,5012181.0,85.673,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Central African Republic,CAF,AFRO,REPORTING,2021-11-07,422372,362174.0,8.745,7.499,321858.0,6.664,"Bharat - Covaxin,SII - Covishield",2021-03-19,2.0
Congo,COG,AFRO,REPORTING,2021-11-11,585492,458683.0,10.61,8.312,126809.0,2.298,"Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,SII - Covishield",2021-03-23,4.0
Kiribati,KIR,WPRO,REPORTING,2021-10-15,65279,54026.0,54.65,45.229,11253.0,9.421,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV",2021-05-26,2.0
Iraq,IRQ,EMRO,REPORTING,2021-11-03,9632835,6062577.0,23.949,15.073,3570258.0,8.876,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty",2021-03-02,4.0
Argentina,ARG,AMRO,REPORTING,2021-11-05,61189104,34791128.0,135.387,76.979,26363475.0,58.332,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,CanSino - Convidecia,Gamaleya - Gam-Covid-Vac,Moderna - Spikevax,Pfizer BioNTech - Comirnaty,SII - Covishield",2020-12-29,7.0
Palau,PLW,WPRO,REPORTING,2021-11-02,31681,17834.0,175.111,98.574,15572.0,86.071,"Janssen - Ad26.COV 2-S,Moderna - Spikevax,Pfizer BioNTech - Comirnaty",2021-01-03,3.0
Saint Vincent and the Grenadines,VCT,AMRO,REPORTING,2021-11-05,45147,26640.0,40.695,24.013,18507.0,16.682,"AstraZeneca - Vaxzevria,Gamaleya - Gam-Covid-Vac,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-01,4.0
Nepal,NPL,SEARO,REPORTING,2021-11-07,16173246,8736532.0,55.508,29.985,7436714.0,25.523,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Gam-Covid-Vac,Janssen - Ad26.COV 2-S,SII - Covishield",2021-01-27,6.0
Tokelau,TKL,WPRO,REPORTING,2021-09-28,1936,968.0,143.407,71.704,968.0,71.704,Pfizer BioNTech - Comirnaty,2021-07-20,1.0
