date,case,case_origin,code
2020-09-16,0,Trong nước,local_case
2020-09-17,0,Trong nước,local_case
2020-09-18,0,Trong nước,local_case
2020-09-19,0,Trong nước,local_case
2020-09-20,0,Trong nước,local_case
2020-09-21,0,Trong nước,local_case
2020-09-22,0,Trong nước,local_case
2020-09-23,0,Trong nước,local_case
2020-09-24,0,Trong nước,local_case
2020-09-25,0,Trong nước,local_case
2020-09-26,0,Trong nước,local_case
2020-09-27,0,Trong nước,local_case
2020-09-28,2,Trong nước,local_case
2020-09-29,0,Trong nước,local_case
2020-09-30,0,Trong nước,local_case
2020-10-01,0,Trong nước,local_case
2020-10-02,0,Trong nước,local_case
2020-10-03,0,Trong nước,local_case
2020-10-04,0,Trong nước,local_case
2020-10-05,0,Trong nước,local_case
2020-10-06,0,Trong nước,local_case
2020-10-07,0,Trong nước,local_case
2020-10-08,0,Trong nước,local_case
2020-10-09,0,Trong nước,local_case
2020-10-10,0,Trong nước,local_case
2020-10-11,0,Trong nước,local_case
2020-10-12,0,Trong nước,local_case
2020-10-13,0,Trong nước,local_case
2020-10-14,0,Trong nước,local_case
2020-10-15,0,Trong nước,local_case
2020-10-16,0,Trong nước,local_case
2020-10-17,0,Trong nước,local_case
2020-10-18,0,Trong nước,local_case
2020-10-19,0,Trong nước,local_case
2020-10-20,0,Trong nước,local_case
2020-10-21,0,Trong nước,local_case
2020-10-22,0,Trong nước,local_case
2020-10-23,0,Trong nước,local_case
2020-10-24,0,Trong nước,local_case
2020-10-25,0,Trong nước,local_case
2020-10-26,0,Trong nước,local_case
2020-10-27,0,Trong nước,local_case
2020-10-28,0,Trong nước,local_case
2020-10-29,0,Trong nước,local_case
2020-10-30,0,Trong nước,local_case
2020-10-31,0,Trong nước,local_case
2020-11-01,0,Trong nước,local_case
2020-11-02,0,Trong nước,local_case
2020-11-03,0,Trong nước,local_case
2020-11-04,0,Trong nước,local_case
2020-11-05,0,Trong nước,local_case
2020-11-06,0,Trong nước,local_case
2020-11-07,0,Trong nước,local_case
2020-11-08,0,Trong nước,local_case
2020-11-09,0,Trong nước,local_case
2020-11-10,0,Trong nước,local_case
2020-11-11,0,Trong nước,local_case
2020-11-12,0,Trong nước,local_case
2020-11-13,0,Trong nước,local_case
2020-11-14,0,Trong nước,local_case
2020-11-15,0,Trong nước,local_case
2020-11-16,0,Trong nước,local_case
2020-11-17,0,Trong nước,local_case
2020-11-18,0,Trong nước,local_case
2020-11-19,0,Trong nước,local_case
2020-11-20,0,Trong nước,local_case
2020-11-21,0,Trong nước,local_case
2020-11-22,0,Trong nước,local_case
2020-11-23,0,Trong nước,local_case
2020-11-24,0,Trong nước,local_case
2020-11-25,0,Trong nước,local_case
2020-11-26,0,Trong nước,local_case
2020-11-27,0,Trong nước,local_case
2020-11-28,0,Trong nước,local_case
2020-11-29,0,Trong nước,local_case
2020-11-30,0,Trong nước,local_case
2020-12-01,3,Trong nước,local_case
2020-12-02,0,Trong nước,local_case
2020-12-03,0,Trong nước,local_case
2020-12-04,0,Trong nước,local_case
2020-12-05,0,Trong nước,local_case
2020-12-06,0,Trong nước,local_case
2020-12-07,0,Trong nước,local_case
2020-12-08,0,Trong nước,local_case
2020-12-09,0,Trong nước,local_case
2020-12-10,0,Trong nước,local_case
2020-12-11,0,Trong nước,local_case
2020-12-12,0,Trong nước,local_case
2020-12-13,0,Trong nước,local_case
2020-12-14,0,Trong nước,local_case
2020-12-15,0,Trong nước,local_case
2020-12-16,0,Trong nước,local_case
2020-12-17,0,Trong nước,local_case
2020-12-18,0,Trong nước,local_case
2020-12-19,0,Trong nước,local_case
2020-12-20,0,Trong nước,local_case
2020-12-21,0,Trong nước,local_case
2020-12-22,0,Trong nước,local_case
2020-12-23,0,Trong nước,local_case
2020-12-24,0,Trong nước,local_case
2020-12-25,0,Trong nước,local_case
2020-12-26,0,Trong nước,local_case
2020-12-27,0,Trong nước,local_case
2020-12-28,0,Trong nước,local_case
2020-12-29,0,Trong nước,local_case
2020-12-30,0,Trong nước,local_case
2020-12-31,0,Trong nước,local_case
2021-01-01,0,Trong nước,local_case
2021-01-02,0,Trong nước,local_case
2021-01-03,0,Trong nước,local_case
2021-01-04,0,Trong nước,local_case
2021-01-05,0,Trong nước,local_case
2021-01-06,0,Trong nước,local_case
2021-01-07,0,Trong nước,local_case
2021-01-08,0,Trong nước,local_case
2021-01-09,0,Trong nước,local_case
2021-01-10,0,Trong nước,local_case
2021-01-11,0,Trong nước,local_case
2021-01-12,0,Trong nước,local_case
2021-01-13,0,Trong nước,local_case
2021-01-14,0,Trong nước,local_case
2021-01-15,0,Trong nước,local_case
2021-01-16,0,Trong nước,local_case
2021-01-17,0,Trong nước,local_case
2021-01-18,0,Trong nước,local_case
2021-01-19,0,Trong nước,local_case
2021-01-20,0,Trong nước,local_case
2021-01-21,0,Trong nước,local_case
2021-01-22,0,Trong nước,local_case
2021-01-23,0,Trong nước,local_case
2021-01-24,0,Trong nước,local_case
2021-01-25,0,Trong nước,local_case
2021-01-26,0,Trong nước,local_case
2021-01-27,0,Trong nước,local_case
2021-01-28,2,Trong nước,local_case
2021-01-29,96,Trong nước,local_case
2021-01-30,39,Trong nước,local_case
2021-01-31,99,Trong nước,local_case
2021-02-01,34,Trong nước,local_case
2021-02-02,23,Trong nước,local_case
2021-02-03,36,Trong nước,local_case
2021-02-04,46,Trong nước,local_case
2021-02-05,18,Trong nước,local_case
2021-02-06,5,Trong nước,local_case
2021-02-07,20,Trong nước,local_case
2021-02-08,12,Trong nước,local_case
2021-02-09,53,Trong nước,local_case
2021-02-10,21,Trong nước,local_case
2021-02-11,49,Trong nước,local_case
2021-02-12,2,Trong nước,local_case
2021-02-13,49,Trong nước,local_case
2021-02-14,33,Trong nước,local_case
2021-02-15,11,Trong nước,local_case
2021-02-16,43,Trong nước,local_case
2021-02-17,44,Trong nước,local_case
2021-02-18,2,Trong nước,local_case
2021-02-19,19,Trong nước,local_case
2021-02-20,14,Trong nước,local_case
2021-02-21,13,Trong nước,local_case
2021-02-22,10,Trong nước,local_case
2021-02-23,16,Trong nước,local_case
2021-02-24,11,Trong nước,local_case
2021-02-25,8,Trong nước,local_case
2021-02-26,6,Trong nước,local_case
2021-02-27,6,Trong nước,local_case
2021-02-28,16,Trong nước,local_case
2021-03-01,13,Trong nước,local_case
2021-03-02,11,Trong nước,local_case
2021-03-03,9,Trong nước,local_case
2021-03-04,6,Trong nước,local_case
2021-03-05,6,Trong nước,local_case
2021-03-06,12,Trong nước,local_case
2021-03-07,2,Trong nước,local_case
2021-03-08,1,Trong nước,local_case
2021-03-09,1,Trong nước,local_case
2021-03-10,2,Trong nước,local_case
2021-03-11,0,Trong nước,local_case
2021-03-12,4,Trong nước,local_case
2021-03-13,2,Trong nước,local_case
2021-03-14,0,Trong nước,local_case
2021-03-15,1,Trong nước,local_case
2021-03-16,3,Trong nước,local_case
2021-03-17,2,Trong nước,local_case
2021-03-18,2,Trong nước,local_case
2021-03-19,0,Trong nước,local_case
2021-03-20,0,Trong nước,local_case
2021-03-21,0,Trong nước,local_case
2021-03-22,0,Trong nước,local_case
2021-03-23,0,Trong nước,local_case
2021-03-24,0,Trong nước,local_case
2021-03-25,2,Trong nước,local_case
2021-03-26,0,Trong nước,local_case
2021-03-27,0,Trong nước,local_case
2021-03-28,0,Trong nước,local_case
2021-03-29,0,Trong nước,local_case
2021-03-30,0,Trong nước,local_case
2021-03-31,0,Trong nước,local_case
2021-04-01,0,Trong nước,local_case
2021-04-02,0,Trong nước,local_case
2021-04-03,0,Trong nước,local_case
2021-04-04,0,Trong nước,local_case
2021-04-05,0,Trong nước,local_case
2021-04-06,0,Trong nước,local_case
2021-04-07,0,Trong nước,local_case
2021-04-08,0,Trong nước,local_case
2021-04-09,0,Trong nước,local_case
2021-04-10,0,Trong nước,local_case
2021-04-11,0,Trong nước,local_case
2021-04-12,0,Trong nước,local_case
2021-04-13,0,Trong nước,local_case
2021-04-14,0,Trong nước,local_case
2021-04-15,0,Trong nước,local_case
2021-04-16,0,Trong nước,local_case
2021-04-17,0,Trong nước,local_case
2021-04-18,0,Trong nước,local_case
2021-04-19,0,Trong nước,local_case
2021-04-20,0,Trong nước,local_case
2021-04-21,0,Trong nước,local_case
2021-04-22,0,Trong nước,local_case
2021-04-23,0,Trong nước,local_case
2021-04-24,0,Trong nước,local_case
2021-04-25,0,Trong nước,local_case
2021-04-26,0,Trong nước,local_case
2021-04-27,1,Trong nước,local_case
2021-04-28,0,Trong nước,local_case
2021-04-29,6,Trong nước,local_case
2021-04-30,7,Trong nước,local_case
2021-05-01,2,Trong nước,local_case
2021-05-02,3,Trong nước,local_case
2021-05-03,12,Trong nước,local_case
2021-05-04,7,Trong nước,local_case
2021-05-05,4,Trong nước,local_case
2021-05-06,77,Trong nước,local_case
2021-05-07,42,Trong nước,local_case
2021-05-08,82,Trong nước,local_case
2021-05-09,90,Trong nước,local_case
2021-05-10,128,Trong nước,local_case
2021-05-11,83,Trong nước,local_case
2021-05-12,76,Trong nước,local_case
2021-05-13,88,Trong nước,local_case
2021-05-14,96,Trong nước,local_case
2021-05-15,76,Trong nước,local_case
2021-05-16,291,Trong nước,local_case
2021-05-17,118,Trong nước,local_case
2021-05-18,156,Trong nước,local_case
2021-05-19,104,Trong nước,local_case
2021-05-20,196,Trong nước,local_case
2021-05-21,119,Trong nước,local_case
2021-05-22,146,Trong nước,local_case
2021-05-23,138,Trong nước,local_case
2021-05-24,189,Trong nước,local_case
2021-05-25,441,Trong nước,local_case
2021-05-26,236,Trong nước,local_case
2021-05-27,191,Trong nước,local_case
2021-05-28,294,Trong nước,local_case
2021-05-29,277,Trong nước,local_case
2021-05-30,202,Trong nước,local_case
2021-05-31,260,Trong nước,local_case
2021-06-01,262,Trong nước,local_case
2021-06-02,205,Trong nước,local_case
2021-06-03,252,Trong nước,local_case
2021-06-04,229,Trong nước,local_case
2021-06-05,241,Trong nước,local_case
2021-06-06,204,Trong nước,local_case
2021-06-07,214,Trong nước,local_case
2021-06-08,171,Trong nước,local_case
2021-06-09,383,Trong nước,local_case
2021-06-10,211,Trong nước,local_case
2021-06-11,186,Trong nước,local_case
2021-06-12,260,Trong nước,local_case
2021-06-13,282,Trong nước,local_case
2021-06-14,267,Trong nước,local_case
2021-06-15,398,Trong nước,local_case
2021-06-16,416,Trong nước,local_case
2021-06-17,503,Trong nước,local_case
2021-06-18,261,Trong nước,local_case
2021-06-19,440,Trong nước,local_case
2021-06-20,343,Trong nước,local_case
2021-06-21,268,Trong nước,local_case
2021-06-22,168,Trong nước,local_case
2021-06-23,217,Trong nước,local_case
2021-06-24,341,Trong nước,local_case
2021-06-25,849,Trong nước,local_case
2021-06-26,100,Trong nước,local_case
2021-06-27,329,Trong nước,local_case
2021-06-28,479,Trong nước,local_case
2021-06-29,282,Trong nước,local_case
2021-06-30,529,Trong nước,local_case
2021-07-01,698,Trong nước,local_case
2021-07-02,528,Trong nước,local_case
2021-07-03,916,Trong nước,local_case
2021-07-04,851,Trong nước,local_case
2021-07-05,1099,Trong nước,local_case
2021-07-06,1041,Trong nước,local_case
2021-07-07,1513,Trong nước,local_case
2021-07-08,793,Trong nước,local_case
2021-07-09,1613,Trong nước,local_case
2021-07-10,1872,Trong nước,local_case
2021-07-11,1933,Trong nước,local_case
2021-07-12,2365,Trong nước,local_case
2021-07-13,2299,Trong nước,local_case
2021-07-14,2222,Trong nước,local_case
2021-07-15,4096,Trong nước,local_case
2021-07-16,1657,Trong nước,local_case
2021-07-17,6017,Trong nước,local_case
2021-07-18,5301,Trong nước,local_case
2021-07-19,4188,Trong nước,local_case
2021-07-20,4781,Trong nước,local_case
2021-07-21,7091,Trong nước,local_case
2021-07-22,6528,Trong nước,local_case
2021-07-23,5273,Trong nước,local_case
2021-07-24,9248,Trong nước,local_case
2021-07-25,4593,Trong nước,local_case
2021-07-26,10810,Trong nước,local_case
2021-07-27,7893,Trong nước,local_case
2021-07-28,6561,Trong nước,local_case
2021-07-29,7597,Trong nước,local_case
2021-07-30,8626,Trong nước,local_case
2021-07-31,8627,Trong nước,local_case
2021-08-01,8600,Trong nước,local_case
2021-08-02,7449,Trong nước,local_case
2021-08-03,8381,Trong nước,local_case
2021-08-04,7690,Trong nước,local_case
2021-08-05,7238,Trong nước,local_case
2021-08-06,8326,Trong nước,local_case
2021-08-07,7358,Trong nước,local_case
2021-08-08,9685,Trong nước,local_case
2021-08-09,9350,Trong nước,local_case
2021-08-10,8403,Trong nước,local_case
2021-08-11,8767,Trong nước,local_case
2021-08-12,9668,Trong nước,local_case
2021-08-13,9157,Trong nước,local_case
2021-08-14,9712,Trong nước,local_case
2021-08-15,9576,Trong nước,local_case
2021-08-16,8675,Trong nước,local_case
2021-08-17,9633,Trong nước,local_case
2021-08-18,8666,Trong nước,local_case
2021-08-19,10684,Trong nước,local_case
2021-08-20,10695,Trong nước,local_case
2021-08-21,13457,Trong nước,local_case
2021-08-22,11366,Trong nước,local_case
2021-08-23,10430,Trong nước,local_case
2021-08-24,10821,Trong nước,local_case
2021-08-25,12146,Trong nước,local_case
2021-08-26,11617,Trong nước,local_case
2021-08-27,17455,Trong nước,local_case
2021-08-28,12176,Trong nước,local_case
2021-08-29,12789,Trong nước,local_case
2021-08-30,14282,Trong nước,local_case
2021-08-31,12667,Trong nước,local_case
2021-09-01,11544,Trong nước,local_case
2021-09-02,13267,Trong nước,local_case
2021-09-03,14973,Trong nước,local_case
2021-09-04,9606,Trong nước,local_case
2021-09-05,13200,Trong nước,local_case
2021-09-06,12747,Trong nước,local_case
2021-09-07,14298,Trong nước,local_case
2021-09-08,12758,Trong nước,local_case
2021-09-09,12463,Trong nước,local_case
2021-09-10,13449,Trong nước,local_case
2021-09-11,12010,Trong nước,local_case
2021-09-12,12121,Trong nước,local_case
2021-09-13,11245,Trong nước,local_case
2021-09-14,10541,Trong nước,local_case
2021-09-15,10634,Trong nước,local_case
2021-09-16,10542,Trong nước,local_case
2021-09-17,11530,Trong nước,local_case
2021-09-18,9384,Trong nước,local_case
2021-09-19,10077,Trong nước,local_case
2021-09-20,8710,Trong nước,local_case
2021-09-21,11732,Trong nước,local_case
2021-09-22,11593,Trong nước,local_case
2021-09-23,9491,Trong nước,local_case
2021-09-24,8547,Trong nước,local_case
2021-09-25,9696,Trong nước,local_case
2021-09-26,10033,Trong nước,local_case
2021-09-27,9416,Trong nước,local_case
2021-09-28,8065,Trong nước,local_case
2021-09-29,8773,Trong nước,local_case
2021-09-30,8205,Trong nước,local_case
2021-10-01,7059,Trong nước,local_case
2021-10-02,5602,Trong nước,local_case
2021-10-03,7166,Trong nước,local_case
2021-10-04,7547,Trong nước,local_case
2021-10-05,5619,Trong nước,local_case
2021-10-06,5228,Trong nước,local_case
2021-10-07,4229,Trong nước,local_case
2021-10-08,5178,Trong nước,local_case
2021-10-09,4885,Trong nước,local_case
2021-10-10,5193,Trong nước,local_case
2021-10-11,4324,Trong nước,local_case
2021-10-12,3253,Trong nước,local_case
2021-10-13,4223,Trong nước,local_case
2021-10-14,4996,Trong nước,local_case
2021-10-15,4973,Trong nước,local_case
2021-10-16,4014,Trong nước,local_case
2021-10-17,3777,Trong nước,local_case
2021-10-18,3919,Trong nước,local_case
2021-10-19,3813,Trong nước,local_case
2021-10-20,4052,Trong nước,local_case
2021-10-21,4493,Trong nước,local_case
2021-10-22,4457,Trong nước,local_case
2021-10-23,4243,Trong nước,local_case
2021-10-24,4653,Trong nước,local_case
2021-10-25,4021,Trong nước,local_case
2021-10-26,4235,Trong nước,local_case
2021-10-27,5426,Trong nước,local_case
2021-10-28,5465,Trong nước,local_case
2021-10-29,5939,Trong nước,local_case
2021-10-30,5573,Trong nước,local_case
2021-10-31,6327,Trong nước,local_case
2021-11-01,6171,Trong nước,local_case
2021-11-02,5737,Trong nước,local_case
2021-11-03,7410,Trong nước,local_case
2021-11-04,6647,Trong nước,local_case
2021-11-05,7574,Trong nước,local_case
2021-11-06,7489,Trong nước,local_case
2021-11-07,7631,Trong nước,local_case
2021-11-08,7954,Trong nước,local_case
2021-11-09,8129,Trong nước,local_case
2021-11-10,7918,Trong nước,local_case
2021-11-11,8145,Trong nước,local_case
2021-11-12,8976,Trong nước,local_case
2021-11-13,8451,Trong nước,local_case
2021-11-14,8163,Trong nước,local_case
2021-11-15,8603,Trong nước,local_case
2021-11-16,10851,Trong nước,local_case
2021-11-17,9954,Trong nước,local_case
2021-11-18,11049,Trong nước,local_case
2021-11-19,9648,Trong nước,local_case
2021-11-20,10457,Trong nước,local_case
2021-11-21,10778,Trong nước,local_case
2021-11-22,10299,Trong nước,local_case
2021-11-23,10614,Trong nước,local_case
2021-11-24,12283,Trong nước,local_case
2021-11-25,12429,Trong nước,local_case
2021-11-26,13094,Trong nước,local_case
2021-11-27,12376,Trong nước,local_case
2021-11-28,12928,Trong nước,local_case
2021-11-29,13758,Trong nước,local_case
2021-11-30,13994,Trong nước,local_case
2021-12-01,15460,Trong nước,local_case
2021-12-02,17422,Trong nước,local_case
2021-12-03,18013,Trong nước,local_case
2021-12-04,15526,Trong nước,local_case
2021-12-05,18395,Trong nước,local_case
2021-12-06,14581,Trong nước,local_case
2021-12-07,18731,Trong nước,local_case
2021-12-08,14614,Trong nước,local_case
2021-12-09,15300,Trong nước,local_case
2021-12-10,15732,Trong nước,local_case
2021-12-11,16104,Trong nước,local_case
2021-12-12,14621,Trong nước,local_case
2021-12-13,15349,Trong nước,local_case
2021-12-14,15203,Trong nước,local_case
2021-12-15,15522,Trong nước,local_case
2021-12-16,14335,Trong nước,local_case
2021-12-17,15215,Trong nước,local_case
2021-12-18,15883,Trong nước,local_case
2021-12-19,16093,Trong nước,local_case
2021-12-20,14966,Trong nước,local_case
2021-12-21,16316,Trong nước,local_case
2021-12-22,16522,Trong nước,local_case
2021-12-23,16367,Trong nước,local_case
2021-12-24,16142,Trong nước,local_case
2021-12-25,15559,Trong nước,local_case
2021-12-26,15182,Trong nước,local_case
2021-12-27,14867,Trong nước,local_case
2021-12-28,14421,Trong nước,local_case
2021-12-29,13873,Trong nước,local_case
2021-12-30,19848,Trong nước,local_case
2021-12-31,16476,Trong nước,local_case
2022-01-01,14822,Trong nước,local_case
2022-01-02,16914,Trong nước,local_case
2022-01-03,15916,Trong nước,local_case
2022-01-04,21696,Trong nước,local_case
2022-01-05,16997,Trong nước,local_case
2022-01-06,25787,Trong nước,local_case
2022-01-07,16254,Trong nước,local_case
2022-01-08,16513,Trong nước,local_case
2022-01-09,23153,Trong nước,local_case
2022-01-10,14783,Trong nước,local_case
2022-01-11,16019,Trong nước,local_case
2022-01-12,28222,Trong nước,local_case
2022-01-13,16700,Trong nước,local_case
2022-01-14,16026,Trong nước,local_case
2022-01-15,16305,Trong nước,local_case
2022-01-16,15643,Trong nước,local_case
2022-01-17,21691,Trong nước,local_case
2022-01-18,16763,Trong nước,local_case
2022-01-19,15936,Trong nước,local_case
2022-01-20,16637,Trong nước,local_case
2022-01-21,15901,Trong nước,local_case
2022-01-22,15658,Trong nước,local_case
2022-01-23,14934,Trong nước,local_case
2022-01-24,14307,Trong nước,local_case
2022-01-25,15699,Trong nước,local_case
2022-01-26,15885,Trong nước,local_case
2022-01-27,15672,Trong nước,local_case
2022-01-28,14892,Trong nước,local_case
2022-01-29,19088,Trong nước,local_case
2022-01-30,25740,Trong nước,local_case
2022-01-31,12637,Trong nước,local_case
2022-02-01,11011,Trong nước,local_case
